term,cur,prev,diff,ma7,z_like,total,date
엔비디아,4,1,3,1.571,1.078,90,2026-05-07
sharp,1,0,1,0.143,0.622,5,2026-05-07
벤츠,1,0,1,0.143,0.622,52,2026-05-07
뷰소닉,1,0,1,0.143,0.622,2,2026-05-07
카카오,1,0,1,0.143,0.622,11,2026-05-07
스마트폰,3,1,2,1.714,0.557,112,2026-05-07
4k,1,0,1,0.286,0.465,16,2026-05-07
화웨이,1,0,1,0.286,0.465,31,2026-05-07
노트북,7,4,3,5.571,0.425,156,2026-05-07
asus,1,0,1,0.429,0.345,14,2026-05-07
bmw,1,0,1,0.429,0.345,7,2026-05-07
byd,1,0,1,0.429,0.345,12,2026-05-07
고성능,1,0,1,0.429,0.345,13,2026-05-07
공급망,1,1,0,0.714,0.155,47,2026-05-07
lg전자,7,5,2,6.571,0.12,249,2026-05-07
삼성전자,29,12,17,28.286,0.113,630,2026-05-07
모니터,2,0,2,2.0,0.0,83,2026-05-07
sk하이닉스,1,3,-2,1.0,0.0,80,2026-05-07
태블릿,1,0,1,1.143,-0.069,20,2026-05-07
hp,1,1,0,1.143,-0.069,68,2026-05-07
아이폰,1,2,-1,1.286,-0.134,106,2026-05-07
인텔,1,7,-6,1.286,-0.134,45,2026-05-07
애플,8,12,-4,8.857,-0.216,261,2026-05-07
레노버,1,0,1,1.571,-0.254,37,2026-05-07
lg디스플레이,2,17,-15,3.143,-0.412,136,2026-05-07
갤럭시,1,2,-1,2.571,-0.604,75,2026-05-07
