org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
지수를,0,9,6,6,4,4,14,1
지압,7,0,4,2,0,0,1,1
지원,2,11,15,12,12,8,10,8
지원이,0,4,7,3,3,1,4,5
지원하고,1,5,3,6,4,5,4,1
지원하는,7,1,9,3,5,1,2,3
지원한다.,0,9,13,11,16,12,5,3
지지를,0,6,5,4,3,3,8,0
지켜봐야,0,0,1,0,3,0,3,1
지탱하는,0,4,7,3,3,1,4,5
직관적인,1,2,4,0,7,4,2,3
직수,1,2,4,2,2,5,2,2
직전,8,0,2,1,2,0,1,0
직접,5,9,9,10,11,12,5,1
진정성,2,4,10,12,4,2,2,4
진출,1,6,6,4,3,2,4,3
진행된,0,0,1,1,2,1,2,1
진행한다.,11,11,9,6,3,8,11,3
진행할,0,0,6,6,10,6,2,2
질문에,1,5,3,6,4,5,4,1
차량,3,18,17,12,11,8,8,13
차별화된,1,2,5,6,2,1,1,2
차세대,6,36,30,34,35,26,24,12
차원에서,1,10,5,7,5,5,5,1
차원의,1,2,7,2,2,1,2,5
차익,1,4,2,1,1,2,6,0
차트,0,0,1,1,1,0,0,0
참가,0,0,2,0,1,0,3,1
참여했다.,7,2,3,1,2,1,5,0
창호,1,2,3,4,5,3,3,1
채널을,2,4,10,12,4,2,2,4
채용,0,0,1,0,0,0,2,0
책을,0,0,2,0,4,1,1,1
챕터,0,0,7,6,10,7,3,2
챗봇,0,3,2,5,3,7,4,1
처리,21,0,10,4,1,0,1,1
처리기,7,0,3,1,1,0,0,0
처음,2,1,5,1,4,6,1,2
처음으로,0,3,1,2,1,1,6,1
첨단,3,34,25,35,29,44,27,10
첫날,0,0,1,1,1,0,0,0
청과,5,1,1,0,0,1,1,0
청년,1,5,4,7,6,6,6,2
청년과,1,5,3,6,4,5,4,1
청년들의,1,5,3,6,4,5,4,1
청년들이,1,5,3,6,4,5,4,1
청년을,1,5,3,6,4,5,4,1
체결,0,6,5,4,3,3,8,0
체스터,0,0,7,6,10,7,3,2
체험,1,2,2,2,3,7,4,1
초격차,0,4,7,3,3,1,4,5
초과,0,0,1,0,0,0,2,0
초당,0,8,8,10,11,11,4,1
초정밀,0,8,4,5,2,5,5,1
총학생회,1,5,3,6,4,5,4,1
최고,0,4,4,5,6,6,2,1
최근,4,16,23,12,11,7,15,15
최대,40,23,50,23,33,30,26,18
최서현,0,0,1,0,1,1,1,1
최신,1,2,5,3,5,2,2,2
최우선으로,3,5,14,3,11,21,5,6
최장,6,2,4,1,1,2,5,2
최적화,0,8,4,5,2,5,5,1
추가,2,7,8,5,4,3,11,5
추석,60,5,25,8,6,4,15,3
추석을,7,2,3,1,2,1,5,0
추정된다.,1,5,5,4,3,0,2,5
추천,4,1,2,1,4,1,2,2
축적해온,2,1,5,1,4,6,1,2
출격을,0,0,1,0,3,0,3,1
출시,3,2,6,3,8,4,7,3
출전,0,0,1,0,3,0,3,1
출하,5,8,4,3,2,2,5,4
출하가,3,16,16,4,16,0,11,25
출하량,1,3,5,1,2,0,2,9
출하량에서,1,4,4,1,4,0,3,7
출하량이,6,27,29,6,24,1,19,49
충분히,2,4,3,2,10,4,5,0
충전,0,1,5,1,5,1,1,2
충전이,0,1,5,1,5,1,1,2
충칭,1,5,5,4,3,0,2,5
측면에서,1,4,2,1,1,2,6,0
측면에서는,1,4,2,1,1,2,6,0
치트카라,3,4,6,2,2,1,2,4
친환경,1,2,4,5,7,4,5,2
칩을,3,2,6,3,8,4,7,3
카메라,2,4,3,2,10,4,5,0
카메라가,2,4,3,2,10,4,5,0
카이엔,1,2,4,0,7,4,2,3
카카오,1,9,5,8,5,5,4,4
카프카와,0,0,6,6,10,6,2,2
캐리어,1,10,7,3,3,5,2,3
캐릭터,0,0,7,6,10,7,3,2
캔슬링,0,0,2,0,4,1,1,1
캠퍼스,0,0,1,1,2,1,2,1
캠페인,0,0,1,1,2,1,2,1
커버,1,2,5,3,5,2,2,2
컨트롤,1,7,5,2,4,2,2,4
컴퓨팅,0,8,8,10,11,11,4,1
코로나19,1,2,2,0,4,3,5,1
코스,1,5,4,7,6,14,8,2
코스피,7,3,6,2,2,3,12,4
코스피는,0,6,5,4,3,3,8,0
코앞으로,5,1,1,0,0,1,1,0
콘텐츠,5,5,10,9,9,9,12,5
콘텐츠를,3,9,17,23,9,10,7,7
콜라겐,0,1,2,0,1,0,1,0
콜센터,14,0,6,2,1,0,0,0
쿠쿠,27,0,12,4,1,0,2,1
쿠쿠몰,7,0,3,1,1,0,0,0
쿠쿠스토어,13,0,5,1,0,0,1,0
쿠쿠의,13,0,5,1,1,0,1,0
퀀텀닷,2,12,24,12,8,3,10,19
퀄컴,9,20,15,13,15,11,17,8
크게,7,26,32,9,30,7,20,39
크다.,0,0,2,0,2,0,1,0
큰엄마의,4,1,2,1,4,1,2,2
클레녹스,8,1,9,4,5,5,0,0
키워드,1,10,5,7,5,5,5,1
키웠다.,0,1,2,0,1,0,1,0
키코루,0,0,6,6,10,6,2,2
키코루는,0,0,6,6,10,6,2,2
타이틀곡,0,0,1,1,1,0,0,0
탑런에이피솔루션,1,10,7,3,3,5,2,3
탑런에이피솔루션은,1,18,12,5,6,9,3,5
탑런에이피솔루션이,1,18,12,5,6,9,3,5
탑런토탈솔루션,1,23,16,7,9,8,5,8
탑런토탈솔루션은,1,7,5,2,4,2,2,4
태양광,1,2,3,4,5,3,3,1
텅스텐,0,8,4,5,2,5,5,1
테마,0,6,5,4,3,3,8,0
테마도,0,6,5,4,3,3,8,0
테스트,2,4,3,2,10,4,5,0
토대로,2,2,3,3,0,2,5,0
통해,28,84,105,87,85,91,65,44
투인원,7,0,4,2,0,0,1,1
투자,8,22,38,19,14,10,25,24
투자에,0,7,7,4,2,2,4,6
투자자,7,6,6,2,2,4,11,2
트레이드로,0,0,1,0,3,0,3,1
트윈스는,0,0,1,0,1,1,1,1
트윈스의,0,0,1,0,1,1,1,1
특가,7,0,3,1,1,0,0,0
특강,1,5,3,6,4,5,4,1
특강에서,1,5,3,6,4,5,4,1
특강을,1,5,3,6,4,5,4,1
특별,7,0,3,1,0,0,1,0
특정,1,3,5,1,2,0,2,9
특허,2,1,3,2,2,2,0,0
특히,6,24,26,10,22,14,23,19
팀에,0,0,1,0,3,0,3,1
팀에게,0,0,1,1,2,1,2,1
팀이,0,0,1,1,2,1,2,1
파이낸셜뉴스,0,0,2,0,2,0,1,0
파인디앤씨,1,7,6,6,6,1,4,3
파인디앤씨가,1,7,6,6,6,1,4,3
파인디앤씨는,1,7,6,6,6,1,4,3
파인디앤씨의,1,7,6,6,6,1,4,3
파인텍,1,5,6,4,3,2,5,4
판로,7,2,3,1,2,1,5,0
판매,1,2,6,1,2,1,3,7
판매한다.,5,1,1,0,0,1,1,0
패널,20,74,97,41,54,9,54,113
패널보다,1,2,6,1,2,1,3,7
패널은,5,8,20,6,6,2,8,20
패널을,2,21,19,9,9,10,6,13
패널의,2,5,13,5,5,2,6,15
패널이,1,2,6,1,2,1,3,7
패러다임,1,2,3,4,5,3,3,1
패키징,0,8,8,10,11,11,4,1
패키징의,0,4,4,5,5,5,2,0
패턴,1,26,18,8,8,11,5,7
팩토리,0,6,3,4,4,3,4,0
팬들과,0,0,0,0,3,1,0,1
팬들은,0,0,2,0,2,0,1,0
팬들의,0,0,2,0,2,0,1,0
팬이,0,0,1,0,1,1,1,1
페미니즘,4,1,2,1,4,1,2,2
페이백,6,2,4,1,1,2,5,2
페이스리프트,0,1,2,1,2,2,1,1
편리하게,1,2,4,1,3,6,2,2
편의,1,2,4,0,7,4,2,3
편의성을,2,3,9,2,7,13,3,4
펼친,0,0,1,1,2,1,2,1
평가,2,2,3,3,0,2,5,0
평가해,3,8,18,24,8,4,4,7
평가했다.,1,7,6,6,6,1,4,3
폐기,1,2,2,0,4,3,5,1
폐기물,0,8,4,5,2,5,5,1
포럼,0,0,2,0,1,0,3,1
포르쉐,1,2,4,0,7,4,2,3
포수,0,0,2,0,2,0,1,0
포수는,0,0,2,0,2,0,1,0
포스코는,7,2,3,1,2,1,5,0
포트폴리오를,0,1,2,0,1,0,1,0
포함됐다.,1,10,7,3,3,5,2,3
폭스바겐,0,4,4,5,6,6,2,1
폴더블,32,8,17,9,3,2,8,6
풀이,7,0,3,1,0,0,1,0
품목을,5,1,1,0,0,1,1,0
품질과,1,7,6,6,6,1,4,3
프라임경제,3,5,10,8,4,1,4,8
프로,3,9,8,6,13,4,7,5
프로2,3,2,6,3,8,4,7,3
프로2가,3,2,6,3,8,4,7,3
프로2는,3,2,6,3,8,4,7,3
프로가,3,2,6,3,8,4,7,3
프로젝트,3,2,6,3,8,4,7,3
프로젝트에,0,7,7,4,2,2,4,6
프리드라이프를,0,1,2,0,1,0,1,0
프리미엄,21,9,30,10,14,7,11,17
프리패스,7,0,3,1,0,0,1,0
플라스틱,0,0,1,1,2,1,2,1
플라즈마,0,14,11,11,5,6,8,6
플랫폼,0,0,6,6,10,6,2,2
플로우,1,2,4,0,7,4,2,3
플립7은,1,2,5,3,5,2,2,2
피갑계,0,0,6,6,10,6,2,2
피부,11,2,13,6,6,5,0,0
픽셀,4,19,23,18,26,16,13,11
픽업,8,0,8,7,12,6,3,2
필름,1,10,5,7,5,5,5,1
필수적이다.,1,7,6,6,6,1,4,3
필수적인,0,6,7,6,3,1,3,5
필옵틱스,1,11,13,10,6,3,8,9
필터,6,8,23,6,17,32,8,10
필터로,2,1,5,1,4,6,1,2
필터를,4,4,14,3,11,19,4,6
하고,8,8,11,8,10,6,10,11
하나는,0,0,2,0,2,0,1,0
하나로,1,3,8,3,4,2,2,4
하나증권은,6,2,4,1,1,2,5,2
하는,2,7,5,6,8,8,9,2
하는데,1,2,2,0,4,3,5,1
하루,0,0,1,1,1,0,0,0
하면,1,3,5,1,2,0,2,9
하반기,3,2,6,3,8,4,7,3
하이브리드,1,10,5,7,5,5,5,1
하이센스,3,2,6,1,2,0,4,8
하이테크,0,2,9,6,2,3,1,2
하지만,2,4,3,2,10,4,5,0
학생,1,5,3,6,4,5,4,1
학습,7,0,3,1,0,0,1,0
학습을,7,0,3,1,0,0,1,0
한경닷컴,2,1,5,1,4,6,1,2
한국,5,24,24,5,22,1,17,40
한국관광공사와,2,6,4,8,8,14,8,2
한국벤처경영원,0,0,2,0,1,0,3,1
한국시리즈,0,0,1,0,1,1,1,1
한국시리즈에,0,0,1,0,1,1,1,1
한다.,0,9,13,11,16,12,5,3
한라캐스트는,1,9,5,8,5,5,4,4
한미반도체,1,4,2,1,1,2,6,0
한우,13,1,3,1,2,1,2,0
한층,1,2,4,0,7,4,2,3
한화,9,4,8,4,4,3,11,0
한화시스템,7,2,3,1,2,1,5,0
할인,26,1,8,2,2,1,4,0
함께,20,15,23,20,26,30,17,9
항상,1,2,4,1,3,6,2,2
해당,2,2,3,3,0,2,5,0
해상도를,0,1,5,1,5,1,1,2
해상도와,0,4,4,5,5,5,2,0
해설,0,3,2,5,3,7,4,1
해소,1,10,5,7,5,5,5,1
해외,8,13,16,9,7,6,14,9
해외주식,6,2,4,1,1,2,5,2
핵심,11,73,74,58,51,22,37,60
핵융합,0,8,4,5,2,5,5,1
핸드캐리,5,1,1,0,0,1,1,0
했다.,2,16,18,20,18,17,11,10
향상,1,2,5,3,5,2,2,2
향후,4,45,39,22,21,19,22,20
허브,0,1,5,1,5,1,1,2
허용기준,0,0,1,0,0,0,2,0
허페이,0,13,12,8,4,3,6,12
헤드셋,3,2,6,3,8,4,7,3
헤드폰,0,0,2,0,4,1,1,1
헬스케어,4,4,15,3,12,21,4,6
혁신,3,8,6,10,11,21,12,3
혁신의,1,2,4,0,7,4,2,3
혁신적인,1,2,5,6,2,1,1,2
현대,5,1,1,0,0,1,1,0
현대모비스,8,11,8,9,7,6,9,4
현대모비스와의,0,0,1,0,3,0,3,1
현대자동차,0,6,3,4,4,3,4,0
현대차,10,17,14,15,10,11,21,6
현재,1,9,5,8,5,5,4,4
현지,1,6,6,4,3,2,4,3
협력사,7,2,3,1,2,1,5,0
협력사들의,7,2,3,1,2,1,5,0
협력사의,7,2,3,1,2,1,5,0
협업을,1,3,7,4,3,1,3,8
혜택을,7,2,12,7,2,3,2,2
호연,2,1,2,1,0,0,1,1
혼잡도,0,3,2,5,3,7,4,1
홈런이었다.,0,0,2,0,2,0,1,0
홈케어,3,0,3,0,1,1,0,0
홍익대학교,0,2,2,5,1,5,4,1
화려한,1,7,6,6,6,1,4,3
화면,2,5,8,3,15,5,6,2
화면을,2,4,3,2,10,4,5,0
화면이,1,2,7,2,2,1,2,5
확대,1,5,14,7,4,3,3,11
확대가,5,8,4,3,2,2,5,4
확대될,3,4,9,2,4,3,3,1
확대에,3,10,13,8,5,2,5,9
확대와,5,8,4,3,2,2,5,4
확보하고,1,5,6,4,3,2,5,4
확보했다.,0,8,5,2,3,4,1,2
확인할,1,2,2,0,4,3,5,1
확장,1,10,5,7,5,5,5,1
확장하고,0,8,4,5,2,5,5,1
확정은,0,8,4,5,2,5,5,1
환경시험,0,8,4,5,2,5,5,1
환경에서,0,0,2,0,4,1,1,1
환경을,0,0,2,0,4,1,1,1
환인제약,0,0,1,0,0,0,2,0
활동을,0,0,1,1,2,1,2,1
활발히,0,2,3,6,2,1,1,1
활성화를,7,2,3,1,2,1,5,0
활용해,1,2,5,6,2,1,1,2
황해연,6,0,2,0,0,0,1,0
회복,1,4,2,1,1,2,6,0
회복세를,1,4,4,1,4,0,3,7
회사는,4,13,11,10,7,6,6,8
회수,0,0,1,0,0,0,2,0
회장의,2,2,3,3,0,2,5,0
회장이,2,2,3,3,0,2,5,0
효과를,6,0,6,2,3,3,0,0
효과적인,2,1,3,2,2,2,0,0
효율성,0,4,4,5,6,6,2,1
후면,2,4,3,2,10,4,5,0
훨씬,2,4,3,2,10,4,5,0
휴식을,7,0,4,2,0,0,1,1
휴장하는,6,2,4,1,1,2,5,2
흐름을,1,10,7,5,4,5,14,0
희망공모가는,0,8,4,5,2,5,5,1
힘을,4,1,2,1,4,1,2,2
