org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
LGD와,1,10,7,3,3,5,2,3
LG는,0,0,0,0,3,1,0,1
LG디스플레이,17,67,99,50,43,25,39,78
LG디스플레이가,2,4,10,12,4,2,2,4
LG디스플레이는,7,24,42,21,24,5,16,40
LG디스플레이에,3,3,6,0,1,0,3,7
LG디스플레이의,4,11,26,9,11,4,10,28
LG생활건강,0,0,1,1,2,1,2,1
LG의,1,10,5,7,8,6,5,2
LG이노텍은,1,10,5,7,5,5,5,1
LG전자,15,35,34,23,27,16,27,19
LG전자가,1,10,5,7,5,5,5,1
LG전자는,4,14,11,9,7,6,7,5
LG화학,8,13,10,8,8,6,11,1
LLO,0,6,5,4,2,1,2,6
LNG,0,6,5,4,3,3,8,0
LTPO,1,18,18,14,10,2,7,18
LTPS,1,11,10,8,5,1,4,11
Labs,2,3,4,2,6,5,3,1
Laser,0,7,7,4,2,2,4,6
Lee,2,3,4,2,6,5,3,1
LunaX2,0,0,2,0,4,1,1,1
M.AX,0,6,3,4,4,3,4,0
MOCK-UP,1,7,6,6,6,1,4,3
MR,0,2,2,5,1,5,4,1
Mode,0,1,5,1,5,1,1,2
MyV,2,3,4,2,6,5,3,1
NB,6,0,6,2,3,3,0,0
NSF,3,4,10,2,7,14,4,4
NSP,1,4,4,0,2,1,3,8
NSP통신,1,4,4,0,2,1,3,8
NVIDIA,0,0,2,0,0,1,0,1
ODM,2,3,4,2,6,5,3,1
OEM,2,3,4,2,6,5,3,1
OLED,38,146,205,93,100,45,87,165
OLED를,1,5,5,4,3,0,2,5
OLED의,1,3,5,1,2,0,2,9
OMEN,0,1,6,2,2,1,3,1
P-Complex,3,0,3,2,2,2,0,0
PD,0,1,5,1,5,1,1,2
PID,1,10,5,7,5,5,5,1
Pin,11,2,13,6,6,5,0,0
Porsche,1,2,4,0,7,4,2,3
Price,2,4,3,2,10,4,5,0
ProArt,0,1,5,1,5,1,1,2
QD-OLED,6,16,41,17,17,9,16,31
Qualcomm,0,8,4,5,2,5,5,1
RGB,3,2,6,1,2,0,4,8
ROG,0,0,2,0,0,1,0,1
S23은,1,2,5,3,5,2,2,2
S25,1,4,4,1,4,0,3,7
SDC,1,3,7,4,3,1,3,8
SID,2,4,10,12,4,2,2,4
SK하이닉스,4,27,15,19,13,14,28,8
SNS,3,8,18,25,8,4,4,7
SQC,2,4,11,2,8,17,4,4
SSG의,0,0,2,0,2,0,1,0
Shot,11,2,13,6,6,5,0,0
Steam,0,0,6,6,10,6,2,2
Strix,0,0,2,0,0,1,0,1
Surface,1,9,5,8,5,5,4,4
TCL,3,2,6,1,2,0,4,8
TCL과,3,2,6,1,2,0,4,8
TFT,1,5,5,4,3,0,2,5
TFT가,1,5,5,4,3,0,2,5
THE,0,0,6,6,10,6,2,2
TI,0,8,8,10,11,11,4,1
TI의,0,4,4,5,6,6,2,1
TV,12,17,40,13,15,5,17,38
TV용,1,2,6,1,2,1,3,7
TV의,3,2,6,1,2,0,4,8
The,0,1,1,0,0,1,1,0
Tianma,0,7,7,4,2,2,4,6
Type-C,0,1,5,1,5,1,1,2
UHD,0,1,5,1,5,1,1,2
USB,0,1,5,1,5,1,1,2
V-Labs,2,3,4,2,6,5,3,1
V5,0,13,12,8,4,3,6,12
VESA,0,1,5,1,5,1,1,2
VIBES,0,0,1,1,1,0,0,0
VIG가,0,1,2,0,1,0,1,0
VIG는,0,1,2,0,1,0,1,0
VLabs,2,3,4,2,6,5,3,1
VR,0,2,2,5,1,5,4,1
Visionox,1,21,20,10,12,3,12,25
Visionox는,2,8,8,2,8,0,6,13
WH-1000XM6는,0,0,2,0,4,1,1,1
WOLED,2,5,13,5,5,2,6,15
Wall,0,1,1,0,0,1,1,0
XG27ACDMS,0,0,2,0,0,1,0,1
XG32UCWG,0,0,2,0,0,1,0,1
XR,3,4,8,8,9,9,11,4
Xiaomi,2,8,8,1,6,1,6,14
ZEB,1,2,3,4,5,3,3,1
a-Si,0,6,5,4,2,1,2,6
and,2,3,4,2,6,5,3,1
as,2,3,4,2,6,5,3,1
avec,2,3,4,2,6,5,3,1
bas,2,3,4,2,6,5,3,1
compenses,2,3,4,2,6,5,3,1
consommateurs,2,3,4,2,6,5,3,1
consommation,2,3,4,2,6,5,3,1
consumers,2,3,4,2,6,5,3,1
consumption,2,3,4,2,6,5,3,1
de,2,3,4,2,6,5,3,1
des,2,3,4,2,6,5,3,1
design,0,1,1,0,0,1,1,0
en,2,3,4,2,6,5,3,1
est,2,3,4,2,6,5,3,1
et,2,3,4,2,6,5,3,1
for,2,3,4,2,6,5,3,1
i-point,2,20,12,10,8,10,7,4
iPhone,3,8,7,2,12,5,8,8
in,2,4,5,2,6,6,4,1
is,2,3,4,2,6,5,3,1
its,2,3,4,2,6,5,3,1
la,2,3,4,2,6,5,3,1
le,2,3,4,2,6,5,3,1
les,2,3,4,2,6,5,3,1
mAh,1,2,5,3,5,2,2,2
nits,1,2,5,3,5,2,2,2
of,2,3,5,2,6,6,3,1
on,2,3,4,2,6,5,3,1
par,2,3,4,2,6,5,3,1
plateforme,2,3,4,2,6,5,3,1
plus,2,3,4,2,6,5,3,1
product,2,3,4,2,6,5,3,1
produits,2,3,4,2,6,5,3,1
re,2,3,4,2,6,5,3,1
sRGB,0,1,5,1,5,1,1,2
simple,2,3,4,2,6,5,3,1
structure,2,3,4,2,6,5,3,1
sur,2,3,4,2,6,5,3,1
the,2,3,4,2,6,5,3,1
to,2,3,4,2,6,5,3,1
un,2,3,4,2,6,5,3,1
une,2,3,4,2,6,5,3,1
valeur,2,3,4,2,6,5,3,1
where,2,3,4,2,6,5,3,1
with,2,3,4,2,6,5,3,1
가격,6,11,11,7,5,3,8,12
가공,1,7,6,6,6,1,4,3
가구형,7,0,4,2,0,0,1,1
가능.,4,1,2,1,4,1,2,2
가능성이,0,0,2,0,2,0,1,0
가능하다.,4,6,23,4,22,13,7,13
가능한,3,5,14,3,11,21,5,6
가사,7,0,3,1,1,0,0,0
가을,2,1,2,1,0,0,1,1
가장,8,36,40,20,53,21,27,38
가전,3,4,6,2,2,1,2,4
가족의,4,1,2,1,4,1,2,2
가죽,1,2,4,0,7,4,2,3
가치를,0,0,1,1,2,1,2,1
가하고,1,2,7,2,2,1,2,5
각각,1,9,5,8,5,5,4,4
각도,0,0,2,0,4,1,1,1
감독,4,1,2,1,4,1,2,2
감상,4,1,2,1,4,1,2,2
감소,3,3,6,0,1,0,3,7
강력한,1,2,5,3,5,2,2,2
강세가,0,6,5,4,3,3,8,0
강의,7,0,3,1,0,0,1,0
강하게,0,6,5,4,3,3,8,0
갖춘,0,1,5,1,5,1,1,2
갖췄다.,0,1,5,1,5,1,1,2
같은,9,19,32,15,21,8,15,15
개막전,0,0,1,0,3,0,3,1
개발,6,34,33,23,23,41,20,12
개발에,1,2,7,2,2,1,2,5
개발했다.,1,2,7,2,2,1,2,5
개선,10,8,19,8,10,9,8,4
개선세가,5,8,4,3,2,2,5,4
개인,7,3,6,2,2,3,12,4
갤럭시,11,38,32,14,35,9,32,36
갤럭시Z,1,2,5,3,5,2,2,2
거대,0,0,6,6,10,6,2,2
거래,13,4,7,2,3,3,10,2
거래가,6,2,4,1,1,2,5,2
거래일,1,9,5,8,5,5,4,4
거쳐,0,1,2,0,1,0,1,0
건강과,10,5,18,5,11,21,6,7
건물,1,2,3,4,5,3,3,1
건물일체형,1,2,3,4,5,3,3,1
건설,3,4,6,2,2,1,2,4
건축,1,2,3,4,5,3,3,1
검사,1,26,18,8,8,11,5,7
검사장비,1,18,12,5,6,9,3,5
검출돼,0,0,1,0,0,0,2,0
검출됐다.,0,0,1,0,0,0,2,0
것으로,26,86,104,50,63,35,84,87
것은,2,4,3,2,10,4,5,0
것이,2,8,10,5,13,5,9,5
것이고,1,5,3,6,4,5,4,1
것이다.,2,4,3,2,10,4,5,0
것이라는,3,2,6,3,8,4,7,3
게이밍,1,4,17,4,9,3,7,10
게임,0,0,7,6,10,7,3,2
게임메카,2,1,2,1,0,0,1,1
게임즈,0,0,3,3,5,3,1,1
겨냥한,1,2,7,2,2,1,2,5
견과,5,1,1,0,0,1,1,0
결국,1,3,8,3,4,2,2,4
경기,7,2,4,1,5,1,8,1
경기에,0,0,1,0,3,0,3,1
경량,1,9,5,8,5,5,4,4
경영,7,2,3,1,2,1,5,0
경쟁력,1,8,8,9,6,9,9,5
경쟁력을,1,7,6,6,6,1,4,3
경험을,1,2,4,0,7,4,2,3
계약,1,6,6,4,3,2,4,3
계약은,1,6,6,4,3,2,4,3
계약을,2,13,11,6,7,4,6,7
계열사,1,18,13,6,5,7,4,5
계열사가,7,2,3,1,2,1,5,0
계획이다.,1,8,5,4,8,6,9,1
고가의,0,8,8,10,11,11,4,1
고객,4,11,21,22,9,5,8,10
고객과,2,4,10,12,4,2,2,4
고객들이,8,0,2,1,2,0,1,0
고객사로,1,4,4,1,4,0,3,7
고객사향,1,3,5,1,2,0,2,9
고객센터,14,0,6,2,1,0,0,0
고객의,3,5,14,3,11,21,5,6
고도화를,1,5,6,4,3,2,5,4
고부가가치,1,5,6,4,3,2,5,4
고사양,1,5,6,4,3,2,5,4
고성능,5,6,19,4,15,27,6,8
고양시,0,2,2,5,1,5,4,1
고정,1,18,12,5,6,9,3,5
고해상도,1,10,15,12,13,12,6,6
곳간,5,1,1,0,0,1,1,0
공급,9,49,36,19,21,16,19,29
공급망,0,6,3,4,4,3,4,0
공급업체로,1,18,12,5,6,9,3,5
공급한다.,0,6,5,4,2,1,2,6
공단기,7,0,3,1,0,0,1,0
공동,0,2,2,5,1,5,4,1
공략에,4,12,11,8,7,5,9,9
공모가액,0,8,4,5,2,5,5,1
공식,3,19,15,6,7,10,5,7
공정,0,6,7,6,3,1,3,5
공조,1,2,4,0,7,4,2,3
곶감,5,1,1,0,0,1,1,0
관계자는,3,14,19,11,14,4,15,15
관광,2,9,6,13,11,21,12,3
관광지,2,6,4,8,8,14,8,2
관람,0,3,2,5,3,7,4,1
관련,2,17,12,12,9,9,20,3
관련기사,1,3,8,3,4,2,2,4
관리하는,3,0,3,2,2,2,0,0
관심이,1,3,8,3,4,2,2,4
관점에서,2,4,10,12,4,2,2,4
광학,1,34,22,13,10,16,10,8
괴수,0,0,6,6,10,6,2,2
교수는,0,2,9,6,2,3,1,2
교체,6,8,23,6,17,32,8,10
구광모,2,2,3,3,0,2,5,0
구글,5,14,12,11,19,10,11,6
구글의,3,2,6,3,8,4,7,3
구글이,3,2,6,3,8,4,7,3
구단의,0,0,0,0,3,1,0,1
구동,1,5,5,4,3,0,2,5
구매,15,2,5,2,4,1,6,0
구매시,8,0,2,1,2,0,1,0
구성된,8,0,2,1,2,0,1,0
구원투수,1,3,8,3,4,2,2,4
구조,0,6,7,6,3,1,3,5
구현,1,2,7,2,2,1,2,5
구현할,0,8,8,10,11,11,4,1
구현해,0,4,4,5,5,5,2,0
국가,1,4,16,8,4,4,3,7
국가는,6,2,4,1,1,2,5,2
국내,12,41,53,40,30,31,47,34
국제,1,2,4,1,3,6,2,2
굴비,8,0,2,1,2,0,1,0
규모는,0,6,5,4,2,1,2,6
규모로,3,4,9,2,4,3,3,1
규모의,7,9,10,5,4,3,9,6
균열을,4,1,2,1,4,1,2,2
그가,0,0,2,0,2,0,1,0
그는,4,1,2,1,4,1,2,2
그러나,0,0,2,0,2,0,1,0
그런가,1,3,5,1,2,0,2,9
그렇게,4,1,2,1,4,1,2,2
그레이,1,2,4,0,7,4,2,3
그리는,1,5,3,6,4,5,4,1
그린광학은,0,8,4,5,2,5,5,1
글로벌,25,81,96,69,55,49,70,53
금리,1,1,2,1,1,1,7,2
금지,5,1,1,0,0,1,1,0
금형,1,7,6,6,6,1,4,3
금형과,1,7,6,6,6,1,4,3
금형을,1,7,6,6,6,1,4,3
급등,0,6,5,4,3,3,8,0
긍정적,1,6,6,4,3,2,4,3
기간,14,5,15,5,5,4,8,6
기간을,0,2,9,6,2,3,1,2
기능,0,1,5,1,5,1,1,2
기능과,0,1,5,1,5,1,1,2
기능도,1,2,4,2,2,5,2,2
기능성,3,0,3,2,2,2,0,0
기능은,0,1,5,1,5,1,1,2
기능을,4,6,20,4,22,17,7,10
기대감,0,6,5,4,3,3,8,0
기록했다.,1,3,8,3,4,2,2,4
기반,1,14,15,15,9,10,12,10
기반으로,1,7,6,6,6,1,4,3
기반을,2,6,4,8,8,14,8,2
기사,2,8,6,2,5,2,9,7
기사제휴,2,1,3,2,2,2,0,0
기술,6,52,67,61,34,24,30,32
기술단기,7,0,3,1,0,0,1,0
기술력,2,7,11,10,5,3,6,6
기술로서도,1,2,7,2,2,1,2,5
기술은,0,8,8,10,11,11,4,1
기술을,8,51,49,68,46,54,37,20
기아,1,9,5,8,5,5,4,4
기업,1,15,12,15,9,14,12,8
기업들의,1,4,4,1,4,0,2,6
기업들이,2,9,6,13,11,21,12,3
기업의,7,2,3,1,2,1,5,0
기업이,0,4,7,3,3,1,4,5
기자,14,10,33,18,19,12,15,12
기조를,0,6,5,4,3,3,8,0
기존,8,21,28,15,23,18,12,15
기획,0,2,2,5,1,5,4,1
기획전에서,7,0,4,2,0,0,1,1
김도현,1,10,5,7,5,5,5,1
김동현,0,0,1,0,3,0,3,1
김병규,1,2,3,4,5,3,3,1
김보라,3,0,3,2,2,2,0,0
김수현,1,2,3,4,5,3,3,1
김정관,0,6,3,4,4,3,4,0
김정인,0,4,7,3,3,1,4,5
김지원,1,10,7,3,3,5,2,3
김치,5,1,1,0,0,1,1,0
꾸준히,1,7,6,6,6,1,4,3
꿈을,1,5,3,6,4,5,4,1
끌어올리고,0,3,1,2,1,1,6,1
나온다.,3,2,6,3,8,4,7,3
나타나고,5,8,4,3,2,2,5,4
나타났다.,1,1,2,1,1,1,7,2
남자들의,4,1,2,1,4,1,2,2
납품,8,5,10,5,5,2,8,8
내년,3,3,6,0,1,0,3,7
내년에는,3,2,6,1,2,0,4,8
내다봤다.,1,2,7,2,2,1,2,5
내수,7,2,3,1,2,1,5,0
내용은,1,4,2,1,1,2,6,0
내장,1,2,5,3,5,2,2,2
냉온정수기,2,1,5,1,4,6,1,2
냉온정수기는,5,6,19,4,15,27,6,8
넓은,1,2,4,0,7,4,2,3
넘어,0,3,2,5,3,7,4,1
네이버,3,38,26,27,16,22,19,15
네이버페이,7,0,3,1,0,0,1,0
네트워크,1,9,5,8,5,5,4,4
넷츠프레소,0,8,4,5,2,5,5,1
년간,2,1,5,1,4,6,1,2
노력을,2,4,10,12,4,2,2,4
노무사단기,7,0,3,1,0,0,1,0
노이즈,0,0,2,0,4,1,1,1
노타는,0,8,4,5,2,5,5,1
노트북,0,1,5,1,5,1,1,2
노트북을,0,1,5,1,5,1,1,2
노하우를,4,4,15,3,12,21,4,6
높은,5,18,28,20,26,19,18,12
높일,1,2,2,0,4,3,5,1
뇌졸중,1,10,7,3,3,5,2,3
누구나,4,1,2,1,4,1,2,2
눈에,2,4,3,2,10,4,5,0
뉴스룸,2,1,5,1,4,6,1,2
뉴시스,5,1,1,0,0,1,1,0
늘어나는,1,2,7,2,2,1,2,5
늘었다.,1,8,8,2,8,0,5,12
니트로사민류,0,0,1,0,0,0,2,0
다.,1,9,5,8,5,5,4,4
다국어,3,11,8,15,14,28,16,4
다니엘은,4,1,2,1,4,1,2,2
다른,2,4,5,2,12,4,6,0
다섯,4,1,2,1,4,1,2,2
다소,5,6,9,5,18,8,12,3
다시,1,2,2,0,4,3,5,1
다양한,39,22,56,18,38,37,17,20
단가를,1,3,7,4,3,1,3,8
단과,7,0,3,1,0,0,1,0
단국대,1,5,3,6,4,5,4,1
단기,1,4,2,1,1,2,6,0
단독,0,7,7,4,2,2,4,6
단순한,0,12,14,5,8,5,6,7
단일,1,6,6,4,3,2,4,3
단자가,0,1,5,1,5,1,1,2
단자는,0,1,5,1,5,1,1,2
달라진,1,10,5,7,5,5,5,1
담장을,0,0,2,0,2,0,1,0
대금,7,2,3,1,2,1,5,0
대금을,7,2,3,1,2,1,5,0
대기업,0,0,2,0,1,0,3,1
대로,1,3,8,3,4,2,2,4
대만,0,0,1,1,2,1,2,1
대비,30,45,52,24,26,10,35,55
대상,3,6,15,18,6,3,3,6
대상으로,1,2,2,0,4,3,5,1
대신,7,3,8,2,6,1,6,10
대신증권은,3,3,7,2,2,0,3,7
대전환,2,6,4,8,8,14,8,2
대체적으로,0,6,5,4,3,3,8,0
대폭,1,10,5,7,5,5,5,1
대표,13,7,6,5,6,4,6,0
대표는,1,2,2,0,4,3,5,1
대표주관사는,0,8,4,5,2,5,5,1
대한,11,11,24,20,8,7,15,14
대한민국,3,8,18,24,8,4,4,7
대해,0,0,1,0,0,0,2,0
대형,6,23,29,14,13,9,16,27
댓글,1,4,4,1,4,0,3,7
더욱,0,4,4,5,6,6,2,1
덧붙였다.,0,6,5,4,2,1,2,6
데다,1,3,5,1,2,0,2,9
데스크를,6,2,4,1,1,2,5,2
데이터를,1,8,5,4,8,6,9,1
덱스,1,2,5,3,5,2,2,2
덱스를,1,2,5,3,5,2,2,2
덱스탑,0,0,2,0,4,1,1,1
도슨트,0,3,2,5,3,7,4,1
도움이,7,2,3,1,2,1,5,0
도입,0,0,1,1,2,1,2,1
도입해,0,6,3,4,4,3,4,0
도전,0,0,0,0,3,1,0,1
독감백신을,1,2,2,0,4,3,5,1
독립한,2,1,5,1,4,6,1,2
독서,0,0,2,0,4,1,1,1
독서에,0,0,2,0,4,1,1,1
돌격소총,0,0,6,6,10,6,2,2
동시에,13,21,28,22,24,30,23,14
동안,6,2,4,1,1,2,5,2
된다.,5,9,15,11,20,11,11,11
드로우,2,1,2,1,0,0,1,1
드론,0,6,5,4,3,3,8,0
드완,0,0,1,0,3,0,3,1
들고,5,1,1,0,0,1,1,0
등도,8,10,9,9,5,5,6,2
등심,8,0,2,1,2,0,1,0
등에,1,16,10,11,8,8,13,1
등으로,1,10,5,7,5,5,5,1
등을,19,24,28,22,20,20,25,8
등이,2,24,14,19,13,14,23,3
디바이스,5,9,14,12,14,14,4,1
디스플레이,18,112,126,76,77,51,62,75
디스플레이는,1,2,7,2,2,1,2,5
디일렉,1,11,10,8,5,1,4,11
디저트,8,0,2,1,2,0,1,0
디지털,3,16,16,18,26,29,14,6
따라,4,11,22,7,15,23,12,10
따르면,16,31,46,20,26,11,28,44
따른,4,6,11,1,3,0,5,16
때까지,0,0,2,0,2,0,1,0
때문에,2,4,3,2,10,4,5,0
또한,15,8,17,7,21,11,13,5
뚜렷한,2,8,8,2,8,0,6,14
라닉스는,1,9,5,8,5,5,4,4
라이트,1,2,6,0,11,5,3,4
라이프,5,1,1,0,0,1,1,0
라인,2,34,31,17,13,13,12,25
라인에,1,18,12,5,6,9,3,5
라인에서,0,8,5,2,3,4,1,2
라인은,1,3,7,4,3,1,3,8
라인을,1,2,6,1,2,1,3,7
럭키,2,1,2,1,0,0,1,1
런던,0,0,7,6,10,7,3,2
레이저,0,13,12,8,4,3,6,12
로봇,1,9,5,8,5,5,4,4
록번,0,0,6,6,10,6,2,2
롤러블,1,2,7,2,2,1,2,5
롯데,2,2,3,3,0,2,5,0
롯데백화점은,8,0,2,1,2,0,1,0
롯데상품권,8,0,2,1,2,0,1,0
루나X2,0,0,2,0,4,1,1,1
리브랜딩,4,4,15,3,12,21,4,6
리브랜딩했으며,2,1,5,1,4,6,1,2
리소그래피,0,8,8,10,11,11,4,1
리스크,1,4,2,1,1,2,6,0
리어,1,2,4,0,7,4,2,3
리얼타임메디체크의,1,2,2,0,4,3,5,1
리튬아메리카스,0,6,5,4,3,3,8,0
리프트,0,6,5,4,2,1,2,6
리프팅,11,2,13,6,6,5,0,0
마련했다.,1,10,7,3,3,5,2,3
마련했으며,0,8,5,2,3,4,1,2
마스크,0,8,8,10,11,11,4,1
마스크리스,0,8,8,10,11,11,4,1
마약,1,9,5,8,5,5,4,4
마음,0,0,6,6,10,6,2,2
마이크로,3,4,9,2,4,3,3,1
마이크로OLED,3,2,6,3,8,4,7,3
마지막,0,0,2,0,2,0,1,0
마케팅,6,2,4,1,1,2,5,2
막바지,5,1,1,0,0,1,1,0
만나볼,27,0,12,4,1,0,2,1
만드는,3,8,18,24,8,4,4,7
만들어,0,0,2,0,4,1,1,1
만에,4,4,12,3,8,15,4,5
만의,6,2,4,1,1,2,5,2
만큼,3,14,28,17,13,6,11,20
많이,1,5,3,6,4,5,4,1
말했다.,3,4,6,2,2,1,2,4
맞물리며,5,8,4,3,2,2,5,4
맞서,3,2,6,1,2,0,4,8
맞아,7,2,3,1,2,1,5,0
맞춤형,3,8,6,10,11,21,12,3
매각,0,1,2,0,1,0,1,0
매끄럽게,1,2,4,0,7,4,2,3
매매,6,2,4,1,1,2,5,2
매일,7,2,3,1,2,1,5,0
매장,13,0,5,1,1,0,1,0
매장인,7,0,4,2,0,0,1,1
매출,8,31,30,11,12,12,12,19
매출원가율,1,3,8,3,4,2,2,4
매출원가율은,1,3,8,3,4,2,2,4
매출의,3,4,6,2,2,1,2,4
맥북,0,1,5,1,5,1,1,2
메모리,1,10,5,7,5,5,5,1
메인,0,1,1,0,2,0,0,2
메타,3,2,6,3,8,4,7,3
메탈스탬핑과,1,7,6,6,6,1,4,3
면서,2,7,16,7,8,6,8,12
면적비율로,1,2,6,1,2,1,3,7
명을,2,1,2,1,0,0,1,1
명절,36,2,14,5,5,1,7,0
명절을,7,2,3,1,2,1,5,0
모니터,1,3,7,4,3,1,3,8
모니터다.,0,1,5,1,5,1,1,2
모니터에,0,1,5,1,5,1,1,2
모니터용,1,2,6,1,2,1,3,7
모델을,2,4,3,2,10,4,5,0
모두,6,2,4,1,1,2,5,2
모듈,4,36,26,23,22,18,14,13
모바일,1,3,5,1,2,0,2,9
모바일용,3,3,7,2,2,0,3,7
모빌리티,1,9,5,8,5,5,4,4
모습을,1,2,5,3,5,2,2,2
모습이다.,0,6,5,4,3,3,8,0
목업,1,7,6,6,6,1,4,3
목표로,3,8,9,5,6,3,8,8
못했다.,0,2,9,6,2,3,1,2
무대가,2,6,4,8,8,14,8,2
무대에,0,0,0,0,3,1,0,1
무드,1,2,4,0,7,4,2,3
무료,7,0,3,1,0,0,1,0
무선,0,0,2,0,4,1,1,1
무한,3,2,6,3,8,4,7,3
무한은,3,2,6,3,8,4,7,3
문의,2,1,3,2,2,2,0,0
문제는,0,4,7,3,3,1,4,5
물량,1,4,4,1,4,0,3,7
