org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
AP시스템의,3,1,10,1,4,4,0,1
AP시스템이,3,1,10,1,5,5,0,2
AR,13,3,11,3,12,34,7,22
AR+AI,5,1,1,0,3,8,1,5
AR스마트글래스,5,1,1,0,3,8,1,5
AR스마트글래스가,5,1,1,0,3,8,1,5
AR스마트글래스의,5,1,1,0,3,8,1,5
ASK,3,27,4,1,10,8,4,7
ASUS,1,1,4,4,3,2,1,7
AX,6,2,3,1,5,7,4,2
America,2,2,1,1,3,3,2,5
Aura,1,1,4,4,3,2,1,7
Auto,2,10,2,1,4,3,2,2
A급,1,0,0,2,1,1,1,1
A타입,1,0,3,1,3,0,2,2
B12,4,0,8,1,5,2,0,2
B2B,2,0,4,6,3,5,2,5
B2C,1,0,1,5,0,0,1,2
BBC,0,0,0,0,1,0,0,1
BOE,15,3,18,2,10,10,4,6
BOE가,6,0,7,3,3,1,3,3
BOE의,6,0,7,3,3,1,3,3
BYD,1,1,3,0,3,5,2,1
B타입,1,0,3,1,3,0,2,2
CEO,6,3,4,2,7,11,5,5
CEO는,2,1,1,1,3,5,1,2
CJ그룹은,6,1,4,7,5,3,4,3
CJ대한통운,9,1,7,1,4,6,1,3
CLENOX는,1,0,0,0,0,2,0,3
CPU,2,1,2,4,7,9,6,21
CPU는,0,0,0,2,2,3,2,6
CSOT,13,4,16,2,6,6,2,4
Center,2,2,1,1,3,3,2,5
DB,1,10,2,0,3,3,1,4
DB하이텍에,1,2,3,0,5,8,2,5
DB하이텍은,1,2,3,0,5,8,2,5
DDI,7,3,2,1,5,4,2,4
DIVE,2,1,3,8,1,3,2,4
EG110,4,0,6,2,4,7,3,2
EGM,4,0,6,2,4,7,3,2
ELA,12,5,38,4,19,17,2,7
EV,1,0,2,0,3,2,0,2
EV9은,6,1,4,7,5,3,4,3
Electronics,2,2,1,1,3,3,2,5
FAST,2,0,2,2,0,4,1,2
FD125와,4,0,6,2,4,7,3,2
GPU,1,1,2,4,6,8,6,17
Geekbench,1,1,2,2,3,3,3,5
HATCI,2,2,1,1,3,3,2,5
HBM,1,4,4,1,6,6,1,3
HDMI,1,1,4,4,3,2,1,7
HP,1,0,0,2,1,1,1,1
HP를,1,0,0,2,1,1,1,1
HX,1,1,2,2,3,3,3,5
HX370은,0,0,0,0,1,2,1,6
He,0,1,2,2,3,8,3,3
Hyundai,2,2,1,1,3,3,2,5
IP,5,1,8,19,1,5,4,9
IT,7,3,9,10,7,7,8,6
IT기기용,6,1,6,1,2,1,2,3
IT용,7,6,5,2,4,2,2,6
IWB-F86N1,4,0,6,2,4,7,3,2
Il,0,1,2,2,3,8,3,3
Inc.,2,2,1,1,3,3,2,5
Jang-wook,0,1,2,2,3,8,3,3
KBO,0,0,0,0,2,0,7,1
KBO리그,0,0,0,0,2,0,15,0
KB금융,2,2,3,0,4,1,2,1
KS,0,0,0,0,1,1,1,1
KT,4,2,5,2,5,6,4,4
Korea,2,10,2,1,4,3,2,2
LCD,6,0,7,3,3,1,3,3
LCD와,0,0,0,1,1,0,0,0
LCK,0,1,1,3,3,2,6,1
LCoS,4,0,4,2,1,7,2,8
LED,7,4,7,2,10,10,4,20
LED가,3,1,4,1,5,3,1,7
LED는,2,1,2,0,2,4,1,8
LG,8,3,5,3,17,13,50,8
LGD,7,6,5,2,4,2,2,6
LG가,0,1,0,0,4,0,14,1
LG는,0,2,0,0,6,1,21,2
LG디스플레이,86,17,59,20,40,35,30,39
LG디스플레이는,17,8,12,3,6,5,4,9
LG디스플레이에,18,0,12,2,4,7,4,7
LG디스플레이의,26,2,20,5,7,10,8,8
LG를,0,1,0,0,4,1,14,1
LG에,0,1,0,0,2,0,7,0
LG와,0,0,0,0,1,0,8,0
LG의,0,1,0,0,4,1,14,2
LG전,0,0,0,0,2,0,16,0
LG전자,32,12,24,6,22,25,12,20
LG전자는,2,0,2,2,0,4,1,2
LG전자의,2,0,2,2,0,4,1,2
LG트윈스,0,0,0,0,1,0,8,0
LG화학은,1,4,4,1,6,6,1,3
LLO,3,2,9,1,4,3,0,1
LTOM,1,1,3,0,3,5,2,1
LTPO,8,2,20,2,9,5,0,3
LTPS,7,2,17,2,9,5,0,3
LX세미콘,7,3,2,1,5,4,2,4
LX세미콘은,8,5,5,1,10,12,4,9
LX세미콘의,7,3,2,1,5,4,2,4
Labs,0,1,2,2,3,8,3,3
Laser,6,2,20,2,9,9,0,3
Lee,0,1,2,2,3,8,3,3
M4,2,1,2,4,7,9,6,21
MDB,7,3,2,1,5,4,2,4
MK스포츠,0,0,0,0,2,1,8,1
MMCA,1,0,1,2,0,0,1,1
MR,1,2,3,0,5,8,2,5
MS,0,0,0,0,1,2,1,6
MagicINFO,2,2,1,1,3,3,2,5
Micro-LED,5,1,6,1,8,9,3,16
Motors,2,2,1,1,3,3,2,5
MyV,0,1,2,2,3,8,3,3
NB,2,0,0,0,0,1,0,8
NC,0,0,0,0,2,0,7,1
NC는,0,1,0,0,2,1,7,1
NPU,1,0,0,2,4,6,3,16
NPU는,0,0,0,2,2,3,2,6
News1,0,0,0,0,1,0,8,0
ODM,0,1,2,2,3,8,3,3
OEM,0,1,2,2,3,8,3,3
OGF,4,1,1,0,1,7,2,1
OGF는,4,1,1,0,1,7,2,1
OLED,136,31,163,87,84,97,43,119
OLED를,6,1,11,11,6,2,1,4
OLED에,6,1,6,1,2,1,2,3
P-Complex,1,0,0,0,0,1,0,4
PC,3,2,5,10,5,8,6,15
PC용,0,0,0,0,1,2,1,6
PECVD,3,1,10,1,4,4,0,1
PID,1,4,4,1,6,6,1,3
PMIC,1,2,3,0,5,8,2,5
Pin,5,0,0,0,0,8,0,19
QD-OLED,7,1,11,7,6,3,4,10
QHD,1,1,4,4,3,2,1,7
Qi2,0,1,0,3,0,1,0,3
Qi2는,0,1,0,3,0,1,0,3
ROG,1,1,4,4,3,2,1,7
RPG,2,1,3,8,1,3,2,4
Ray-Ban,2,1,1,1,3,5,1,2
S23은,3,0,3,3,0,2,0,5
S25,0,1,0,3,0,1,0,3
SEL2470GM2,0,0,0,2,1,1,0,5
SK,6,2,3,1,5,7,4,2
SK가스,6,2,3,1,5,7,4,2
SK그룹은,6,2,3,1,5,7,4,2
SK증권,10,0,6,1,2,6,3,2
SK증권은,10,0,6,1,2,6,3,2
SK텔레콤,3,1,2,0,4,1,5,2
SK하이닉스,2,4,5,1,10,5,3,5
SK하이닉스를,3,1,2,0,4,1,5,2
SNS,1,0,1,2,0,0,1,1
SOL,0,0,0,0,1,0,8,0
SSD,2,1,3,6,0,2,2,4
SSG,0,1,1,3,4,2,13,1
SSG는,0,1,1,3,4,2,13,1
STAR,2,1,3,8,1,3,2,4
SUV,6,1,4,7,5,3,4,3
SW,0,0,0,1,1,1,2,0
SafeMate,1,0,2,0,3,2,0,2
Samsung,4,3,4,7,3,5,4,9
Semicon,2,10,2,1,4,3,2,2
Shot,5,0,0,0,0,8,0,19
Signage,2,2,1,1,3,3,2,5
Silicon,6,0,6,3,1,9,3,10
Smart,2,2,1,1,3,3,2,5
Strix,1,1,4,4,3,2,1,7
Sync,1,1,4,4,3,2,1,7
S급,1,0,0,2,1,1,1,1
TBC,0,1,1,1,2,4,1,3
TFT,4,0,8,1,5,2,0,2
TFT가,4,0,8,1,5,2,0,2
TGS,3,0,5,11,0,2,2,5
TV로,2,0,2,2,0,4,1,2
Technical,2,2,1,1,3,3,2,5
Tool,3,10,2,0,4,2,1,1
Toyota,2,2,1,1,3,3,2,5
USB,1,1,4,4,3,2,1,7
USB-C,0,1,0,3,0,1,0,3
V-Labs,0,1,2,2,3,8,3,3
V5,12,5,38,4,19,17,2,7
VESA,1,1,4,4,3,2,1,7
VLabs,0,1,2,2,3,8,3,3
VR,2,1,1,1,3,5,1,2
VR헤드셋,5,1,1,0,3,8,1,5
Visionox,9,4,28,3,15,13,2,6
WOLED,16,0,13,4,5,7,6,5
WSJ은,2,1,1,1,3,5,1,2
X2,2,1,2,4,6,7,5,15
XG27AQDPG는,1,1,4,4,3,2,1,7
XR,11,1,7,3,4,17,4,15
YTN,0,1,0,0,2,1,7,1
Z폴드,3,2,7,4,5,8,0,8
a-Si,3,2,9,1,4,3,0,1
advertisement,4,2,7,10,3,6,3,4
also,2,2,1,1,3,3,2,5
and,2,3,3,3,6,11,5,8
as,0,1,2,2,3,8,3,3
avec,0,1,2,2,3,8,3,3
bas,0,1,2,2,3,8,3,3
compenses,0,1,2,2,3,8,3,3
consommateurs,0,1,2,2,3,8,3,3
consommation,0,1,2,2,3,8,3,3
consumers,0,1,2,2,3,8,3,3
consumption,0,1,2,2,3,8,3,3
de,0,1,2,2,3,8,3,3
des,0,1,2,2,3,8,3,3
design,2,2,1,1,3,3,2,5
digital,2,2,1,1,3,3,2,5
displays,2,2,1,1,3,3,2,5
email,1,10,2,0,3,3,1,4
en,0,1,2,2,3,8,3,3
est,0,1,2,2,3,8,3,3
et,0,1,2,2,3,8,3,3
e스포츠,1,1,4,4,3,2,1,7
for,0,1,2,2,3,8,3,3
has,2,2,1,1,3,3,2,5
iOS,0,0,0,0,1,0,0,1
in,2,3,3,3,6,11,5,8
including,2,2,1,1,3,3,2,5
is,0,1,2,2,3,8,3,3
its,0,1,2,2,3,8,3,3
kt,0,0,0,0,3,3,1,2
la,0,1,2,2,3,8,3,3
le,0,1,2,2,3,8,3,3
les,0,1,2,2,3,8,3,3
mAh,3,0,3,3,0,2,0,5
microSD,2,1,3,6,0,2,2,4
nits,3,0,3,3,0,2,0,5
o1,0,0,0,0,1,1,1,1
of,2,3,3,3,6,11,5,8
on,6,1,8,5,4,17,6,13
par,0,1,2,2,3,8,3,3
plateforme,0,1,2,2,3,8,3,3
plus,0,1,2,2,3,8,3,3
product,0,1,2,2,3,8,3,3
produits,0,1,2,2,3,8,3,3
protected,1,10,2,0,3,3,1,4
re,0,1,2,2,3,8,3,3
showrooms,2,2,1,1,3,3,2,5
signage,2,2,1,1,3,3,2,5
simple,0,1,2,2,3,8,3,3
smart,2,2,1,1,3,3,2,5
stores,2,2,1,1,3,3,2,5
structure,0,1,2,2,3,8,3,3
supplied,2,2,1,1,3,3,2,5
sur,0,1,2,2,3,8,3,3
the,2,3,3,3,6,11,5,8
to,2,3,3,3,6,11,5,8
un,0,1,2,2,3,8,3,3
une,0,1,2,2,3,8,3,3
use,2,2,1,1,3,3,2,5
v2는,0,0,0,1,1,0,0,0
valeur,0,1,2,2,3,8,3,3
vehicle,2,2,1,1,3,3,2,5
where,0,1,2,2,3,8,3,3
with,0,1,2,2,3,8,3,3
x2,1,1,4,4,3,2,1,7
가격,9,2,14,7,8,9,3,11
가격에,4,0,6,2,4,7,3,2
가격으로,4,0,6,2,4,7,3,2
가까운,1,3,2,0,5,3,0,2
가능성이,12,3,14,5,12,16,2,12
가능하다.,1,1,0,8,3,3,1,9
가능하며,0,1,0,3,0,1,0,3
가능한,6,2,3,1,5,7,4,2
가능할,2,10,2,1,4,3,2,2
가드닝,6,1,4,7,5,3,4,3
가로막았습니다.,0,1,0,0,2,1,7,1
가민,2,1,2,0,2,4,1,8
가민의,2,1,2,0,2,4,1,8
가스켓,0,0,0,1,1,0,0,0
가운데,8,3,5,0,10,18,4,8
가을야구,1,0,0,0,3,0,5,1
가을야구를,1,0,0,0,3,0,5,1
가장,5,2,6,11,8,8,17,12
가전,6,40,7,2,14,7,3,11
가진,2,1,1,1,3,5,1,2
가치를,0,2,2,1,6,4,1,4
각각,9,3,10,8,12,4,8,6
각종,3,10,2,0,4,2,1,1
감독,0,0,0,0,2,0,7,0
감독은,0,1,0,0,4,0,22,0
감상할,2,0,2,2,0,4,1,2
감소,16,0,10,2,4,1,2,8
강력한,4,1,7,7,3,4,1,12
강원도교육청,0,0,0,0,3,3,1,2
강조했다.,1,10,2,2,4,4,2,2
강주현,1,10,2,0,4,0,1,2
강한,1,10,2,0,4,0,1,2
갖춘,1,1,4,4,3,2,1,7
갖춰,2,0,3,2,3,4,2,1
같다,0,0,0,0,2,0,7,0
같다.,0,0,0,0,2,0,7,0
같은,13,8,23,9,28,27,7,30
개발,9,40,11,5,18,20,7,13
개발에,1,4,4,1,6,6,1,3
개발을,1,4,4,1,6,6,1,3
개발하고,1,10,2,0,4,0,1,2
개의,4,1,7,14,1,5,3,7
개인화된,0,0,0,0,1,0,0,1
개최,2,1,3,6,0,2,2,4
개최된,0,7,0,0,3,2,1,1
개최에,1,10,2,0,4,0,1,2
개최했다고,6,1,4,7,5,3,4,3
개편을,4,2,7,10,3,6,3,4
객원기자,0,0,0,0,1,0,0,1
갤러리,2,0,2,2,0,4,1,2
갤럭시,10,6,20,39,13,22,6,38
갤럭시Z,3,0,3,3,0,2,0,5
갤럭시탭,1,0,3,2,1,1,0,4
거물급,0,1,1,1,2,4,1,3
거제,0,0,0,0,3,2,1,1
거제시의,0,0,0,0,3,2,1,1
거주하는,2,2,1,0,6,2,2,2
건축물이,1,1,2,0,1,2,0,1
검색해,0,1,0,0,2,1,7,1
것으로,90,38,98,41,81,97,31,78
것을,5,4,4,1,10,9,1,6
것이,2,11,2,1,6,3,9,2
것이다.,2,10,2,1,4,3,2,2
것이라는,5,1,1,0,3,8,1,5
게이밍,3,2,7,14,4,2,2,9
게임,10,4,18,35,4,10,8,21
게임과,2,1,3,6,0,2,2,4
게임쇼,2,1,3,10,1,0,1,2
게임으로,2,1,3,8,1,3,2,4
게임을,2,1,3,6,0,2,2,4
견본주택에는,2,2,1,0,6,2,2,2
결과,1,1,2,4,5,6,5,11
결승,0,1,1,3,3,2,6,1
결정전,0,0,0,0,2,0,7,1
결혼,0,1,1,3,3,2,6,1
경기,3,9,2,0,16,3,41,5
경기.,0,0,0,0,2,0,7,0
경기가,0,0,0,0,3,0,15,1
경기는,0,0,0,0,2,0,7,1
경기도,5,30,6,2,11,9,4,7
경기에서,0,0,0,0,3,0,15,1
경영,2,2,1,0,6,2,2,2
경우,0,2,2,1,8,4,8,5
경우가,1,2,3,0,5,8,2,5
경우에는,0,0,0,0,2,0,7,1
경쟁,4,1,1,0,1,7,2,1
경쟁력을,7,4,6,1,13,18,7,9
경쟁사,1,1,2,4,5,6,5,11
경쟁이,10,4,12,2,9,8,2,5
경쟁형,1,1,4,4,3,2,1,7
경주,0,1,1,1,2,4,1,3
경주에서,0,1,1,1,2,4,1,3
경험을,1,1,2,2,3,3,3,5
계약,8,2,15,2,7,6,0,3
계약은,5,1,5,1,3,2,0,2
계약을,5,1,5,1,3,2,0,2
계열,0,0,0,0,1,2,1,6
계열사,2,0,1,0,2,1,0,2
계획이다.,9,11,7,9,11,8,6,7
고객사,19,1,13,2,9,15,5,7
고객사가,6,0,6,3,1,9,3,10
고객사로의,1,4,4,1,6,6,1,3
고객사향,10,0,6,1,2,6,3,2
고객을,4,2,7,10,3,6,3,4
고부가가치,1,4,4,1,6,6,1,3
고성능,5,5,5,1,7,13,3,4
고승민의,0,0,0,0,1,0,7,0
고어텍은,1,2,3,0,5,8,2,5
골든,6,1,4,7,5,3,4,3
골라냈고,0,0,0,0,1,0,7,0
골라냈다.,0,0,0,0,1,0,7,0
공간은,1,1,2,0,1,2,0,1
공개,0,1,1,3,3,2,6,1
공개하며,2,0,4,6,0,2,1,3
공개했다.,1,1,2,4,5,6,5,11
공공,0,0,0,0,3,3,1,2
공공기관,0,0,0,0,3,3,1,2
공공기관의,2,0,3,1,2,4,2,1
공급,24,26,34,5,21,18,5,16
공급망,3,5,7,1,13,16,4,17
공급을,1,4,4,1,6,6,1,3
공급키로,3,1,10,1,4,4,0,1
공급하는,7,2,9,3,6,17,5,15
공급한다.,5,2,12,2,6,6,1,2
공동,2,10,2,1,4,3,2,2
공식,7,2,7,7,8,8,6,4
공용화,2,10,2,1,4,3,2,2
공용화를,1,10,2,0,3,3,1,4
과장,1,1,2,0,1,2,0,1
과천,1,0,1,2,0,0,1,1
곽나영,1,0,0,0,3,0,5,1
관계자는,5,2,8,4,11,13,1,11
관광객,4,2,7,10,3,6,3,4
관광객의,4,2,7,10,3,6,3,4
관련,1,3,4,1,7,12,3,8
관리하는,1,0,0,0,0,1,0,4
관세,2,12,4,2,10,7,3,6
관세를,0,2,2,1,6,4,1,4
관심을,3,1,2,6,3,5,2,4
관측도,0,2,2,1,6,4,1,4
광고,0,0,0,0,1,0,0,1
광학,10,1,7,3,2,16,5,11
광학필터,4,1,1,0,1,7,2,1
교두보,0,0,3,0,1,6,1,1
교육,2,0,3,1,5,7,3,3
교체,3,2,7,4,5,8,0,8
구광모,6,2,3,1,5,7,4,2
구글,3,3,3,7,5,7,4,10
구단의,0,0,0,0,2,0,7,1
구독,0,0,0,0,4,3,1,3
구독제를,0,0,0,0,1,0,0,1
구동,5,0,11,3,6,3,0,6
구매할,2,0,3,1,2,4,2,1
구성이,0,0,0,1,1,0,0,0
구속이,0,0,0,0,2,0,7,0
구조적,16,13,12,2,13,13,6,7
구축,0,7,0,0,3,2,1,1
국가,0,1,1,1,2,4,1,3
국경절,4,2,7,10,3,6,3,4
국내에,1,10,2,0,4,0,1,2
국내에서,1,10,2,2,4,4,2,2
국립순천대학교,0,0,0,1,1,1,2,0
국립현대미술관,1,0,1,2,0,0,1,1
국립현대미술관을,1,0,1,2,0,0,1,1
국산,1,10,2,2,4,4,2,2
국산화,0,7,0,0,3,2,1,1
국산화율을,2,10,2,1,3,2,0,3
국정자원,6,1,13,2,12,10,4,11
국제,0,1,1,1,2,4,1,3
권인하,0,0,0,0,2,0,7,0
규모는,4,12,11,3,8,7,2,3
규모로,9,2,10,2,15,9,8,17
규모의,16,6,31,4,20,18,4,10
그는,10,26,10,2,14,14,5,14
그래서,0,0,0,0,2,0,7,0
그러나,3,0,2,0,5,10,1,4
그럼에도,10,2,7,1,2,3,2,3
그룹,8,7,10,2,14,18,7,6
글라스를,1,0,1,0,3,9,1,2
글래스,4,1,3,2,3,7,2,4
글래스는,2,1,1,1,3,5,1,2
글래스를,4,1,3,2,3,7,2,4
금리인하,2,2,3,0,4,1,2,1
금융,0,0,0,0,3,3,1,2
금융권,0,0,0,0,3,3,1,2
금지,10,14,6,2,11,12,11,14
긍정적,5,1,5,1,3,2,0,2
기간,10,2,7,1,2,3,2,3
기관,0,0,0,0,3,3,1,2
기기,3,1,2,1,6,14,2,4
기기가,1,0,1,0,3,9,1,2
기념식,6,1,6,1,2,1,2,3
기능,1,1,4,4,3,2,1,7
기능들이,2,1,1,1,3,5,1,2
기능성,1,0,0,0,0,1,0,4
기능으로,0,0,0,2,1,1,0,5
기능을,4,2,6,2,10,13,6,21
기대,0,0,0,0,2,0,7,1
기대된다.,13,8,9,2,10,15,5,12
기대이상,10,0,6,1,2,6,3,2
기로의,1,0,0,2,1,1,1,1
기록하며,0,0,0,0,2,0,7,1
기록했다.,13,4,11,1,9,13,5,6
기밀,1,0,0,2,1,1,1,1
기반,16,2,10,3,7,18,3,10
기반으로,1,1,3,0,3,5,2,1
기본기,0,0,0,1,1,0,0,0
기사,0,1,1,3,3,2,6,1
기사등록,7,3,2,1,5,4,2,4
기사제휴,1,0,0,0,0,2,0,3
기술력과,0,2,0,0,4,4,2,12
기술은,4,1,1,0,1,7,2,1
기술을,3,0,4,1,3,4,1,4
기술이,1,0,1,0,3,9,1,2
기술적,2,1,2,0,2,4,1,8
기아,4,11,4,0,8,1,6,4
기업과,7,40,8,3,14,11,4,10
기업들의,3,10,2,0,4,2,1,1
기업들이,3,10,2,0,4,2,1,1
기업의,0,2,2,1,6,4,1,4
기업이,9,13,4,2,8,6,2,7
기자,19,45,26,14,32,29,19,31
기자29일,0,0,0,0,1,0,8,0
기자들과,8,16,7,2,8,2,3,8
기자회견을,2,0,1,0,2,1,0,2
기존,26,3,20,3,16,26,7,17
기준,23,12,15,3,11,15,6,14
기준으로,0,0,0,0,1,0,0,1
기준치,0,0,0,2,2,3,2,6
기회에서,0,1,1,3,3,2,6,1
긱벤치,2,1,2,4,7,9,6,21
김경문,0,1,0,0,4,1,15,1
김기남,0,0,0,0,1,0,8,0
김보라,1,0,0,0,0,1,0,4
김성희,1,0,1,2,0,0,1,1
김승현,2,10,2,1,4,3,2,2
김영환,0,1,1,1,2,4,1,3
김태형,1,0,0,0,3,0,5,1
꺾고,0,1,0,0,2,1,7,1
껑충,2,2,3,0,4,1,2,1
끌어올려,0,0,0,0,2,1,8,1
끝까지,0,0,0,0,1,0,8,0
나라장터,4,0,6,2,4,7,3,2
나선다.,2,0,1,0,2,1,0,2
나스닥,2,2,3,0,4,1,2,1
나온,0,0,0,0,2,0,7,0
나온다.,5,6,13,5,19,29,4,19
나타났다.,0,0,0,2,2,3,2,6
남은,0,1,0,0,2,0,7,0
납품,6,0,7,3,3,1,3,3
낮은,2,1,2,0,2,4,1,8
내구성,3,2,7,4,5,8,0,8
내년,29,9,24,16,17,12,15,24
내년에,2,10,2,1,4,3,2,2
내렸다.,2,2,3,0,4,1,2,1
내부,1,0,3,2,1,1,0,4
내에,1,10,2,0,3,3,1,4
내장,3,0,3,3,0,2,0,5
넘치는,2,1,3,10,1,0,1,2
넣을,2,2,1,0,6,2,2,2
네이버,17,5,24,6,28,23,14,24
네이버는,9,1,7,1,4,6,1,3
네트워크를,1,1,3,0,3,5,2,1
넷마블,2,1,3,8,1,3,2,4
넷마블은,2,1,3,8,1,3,2,4
노동조합,2,0,1,0,2,1,0,2
노브,0,0,0,1,1,0,0,0
노이즈,0,0,0,2,1,1,0,5
노조,2,0,1,0,2,1,0,2
노태민,7,6,5,2,4,2,2,6
노트북,4,0,6,2,4,7,3,2
논의중이라고,1,3,2,0,5,3,0,2
높은,3,3,3,5,6,8,4,22
높인다는,2,10,2,1,3,2,0,3
누적,6,1,4,7,5,3,4,3
눈에,1,0,1,0,3,9,1,2
눕혀서,0,1,0,3,0,1,0,3
뉴로메카,1,1,3,0,3,5,2,1
뉴로메카는,1,1,3,0,3,5,2,1
뉴로메카와,1,1,3,0,3,5,2,1
뉴스1,0,0,0,0,1,0,8,0
뉴스가,0,1,0,0,2,1,7,1
뉴스네이션과의,1,3,2,0,5,3,0,2
뉴스핌,2,10,2,1,4,3,2,2
뉴시스,3,10,4,1,4,7,2,9
뉴에리두,1,0,0,2,1,1,1,1
니즈를,0,0,1,1,0,2,2,2
닌자84프로,0,0,0,1,1,0,0,0
다.,0,0,0,0,1,0,0,1
다른,3,12,5,1,8,10,2,8
다만,10,2,7,1,2,3,2,3
다양한,15,9,16,16,30,34,18,44
다채로운,1,0,1,5,0,0,1,2
단가를,6,0,7,3,3,1,3,3
단독,10,3,30,8,15,14,3,8
단순한,3,2,7,4,5,8,0,8
단순히,3,2,7,4,5,8,0,8
단일,5,1,5,1,3,2,0,2
단지,1,0,3,1,3,0,2,2
단지의,1,0,3,1,3,0,2,2
단체,4,2,7,10,3,6,3,4
단체관광객,4,2,7,10,3,6,3,4
달랐던,0,0,0,0,2,0,7,0
달려,0,1,1,1,2,4,1,3
달아났다.,0,0,0,0,2,0,7,1
담은,0,0,1,1,0,2,2,2
당시,8,12,5,2,8,9,4,5
당신의,0,1,0,0,2,1,7,1
