org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13
9개,4,2,3,5,2,7,3,3,1,2,5,2,2,1
AI는,0,1,0,3,4,6,0,2,0,3,4,1,3,1
AI를,7,7,7,4,6,9,7,7,1,7,6,4,6,5
AI와,1,2,0,6,8,12,2,4,2,6,8,2,7,2
AMD,1,1,1,1,1,1,1,1,0,0,0,0,1,2
AOI,5,2,6,5,2,4,2,4,1,6,3,3,2,2
AP시스템,17,7,30,10,7,9,8,7,1,6,3,3,8,3
AP시스템은,10,5,20,9,6,7,5,6,2,5,2,2,5,2
AP시스템의,6,2,10,3,2,2,2,2,0,2,1,1,2,1
AP시스템이,6,2,10,3,2,3,3,2,0,2,1,1,3,1
AR+AI,2,3,2,4,4,4,4,3,2,1,2,3,5,1
ARGB,1,5,2,3,3,2,4,3,3,0,0,2,2,5
AR스마트글래스,2,3,2,4,4,4,4,3,2,1,2,3,5,1
AR스마트글래스가,2,3,2,4,4,4,4,3,2,1,2,3,5,1
AR스마트글래스의,2,3,2,4,4,4,4,3,2,1,2,3,5,1
ASUS,7,10,6,5,5,5,5,6,5,1,1,5,7,14
AX,16,11,14,15,11,23,16,15,3,13,14,9,11,7
All,1,1,0,3,4,6,2,2,2,3,4,1,4,1
Alt,3,4,3,3,3,3,5,2,2,2,0,1,2,9
America,1,2,2,3,4,4,3,5,1,2,3,3,5,2
Aura,6,5,4,2,2,3,1,3,2,1,1,3,5,9
A주,3,1,5,6,4,5,3,5,0,5,3,0,2,3
B12,5,2,8,4,2,3,1,3,1,2,0,2,1,1
B2B,8,4,6,9,5,12,8,7,2,5,8,4,6,3
BMW,8,6,8,10,4,4,6,16,2,4,0,6,2,4
BOE,8,4,13,8,4,9,2,5,1,5,1,2,2,2
BOE가,6,1,5,3,3,5,3,5,1,2,2,2,2,2
BOE는,3,2,5,4,2,6,1,2,0,3,1,0,1,1
BOE의,9,3,10,7,5,11,4,7,1,5,3,2,3,3
BTS,2,0,2,2,0,4,1,2,0,1,1,1,2,0
BYD,9,5,10,11,12,7,7,5,6,10,5,6,6,4
Baseball,0,0,0,0,1,2,0,0,0,1,0,0,2,1
BenQ,3,4,3,3,3,3,5,2,2,2,0,1,2,9
Both,0,1,0,0,1,2,1,1,0,1,0,0,2,1
CCC,8,4,7,7,7,4,4,2,3,4,4,5,4,4
CD,1,0,0,0,1,1,0,1,0,0,1,0,6,2
CEO,4,2,3,5,2,7,3,3,1,2,5,2,2,1
CES,4,3,5,5,4,6,3,3,1,3,2,1,1,1
CJ그룹은,4,5,5,6,2,6,5,4,3,2,3,4,1,7
CLENOX는,1,2,1,1,0,0,4,2,1,1,1,9,0,0
CSOT,5,2,10,5,3,3,2,3,1,3,1,1,2,1
CTO,4,2,3,5,2,7,3,3,1,2,5,2,2,1
Center,1,2,2,3,4,4,3,5,1,2,3,3,5,2
Copyright,4,3,3,9,8,16,9,7,6,12,8,5,6,4
DCI-P3,3,4,3,3,3,3,5,2,2,2,0,1,2,9
DDIC,4,3,3,5,4,5,1,3,2,4,2,1,5,2
DDR5,1,5,2,3,3,2,4,3,3,0,0,2,2,5
DIVE,5,3,3,4,4,3,2,3,2,2,3,2,2,4
DP,3,4,3,3,3,3,5,2,2,2,0,1,2,9
DRAM,1,1,2,1,4,3,3,3,1,0,3,2,2,1
DS,6,1,4,6,7,7,1,4,1,2,3,2,5,3
DX,6,1,4,6,7,7,1,4,1,2,3,2,5,3
Dong-hui,0,1,0,0,1,2,1,1,0,1,0,0,2,1
D램,5,2,5,3,11,8,6,2,1,3,6,1,6,3
D램을,4,2,4,3,7,6,4,1,1,3,3,0,4,2
E-ONG,3,1,5,6,4,5,3,5,0,5,3,0,2,3
E-ONG의,3,1,5,6,4,5,3,5,0,5,3,0,2,3
EG110,5,10,10,6,4,2,6,2,7,0,2,2,5,7
EGM,5,10,10,6,4,2,6,2,7,0,2,2,5,7
ELA,22,9,40,15,10,12,10,10,2,9,4,4,10,4
ELITE,1,5,2,3,3,2,4,3,3,0,0,2,2,5
ESG,10,4,8,16,10,22,17,12,7,19,13,7,9,6
ESS,7,7,7,4,6,9,7,7,1,7,6,4,6,5
ETF,1,1,0,1,2,2,1,1,5,0,1,1,1,2
EV,8,6,8,10,4,4,6,16,2,4,0,6,2,4
EV9은,4,5,5,6,2,6,5,4,3,2,3,4,1,7
EVA,0,0,1,1,1,0,1,2,2,0,6,1,2,0
EVA가,1,0,1,2,1,1,0,1,1,1,7,1,1,0
EVA는,3,0,4,7,4,1,1,4,1,0,25,4,8,0
Eagles,0,0,0,0,1,2,0,0,0,1,0,0,2,1
Electronics,1,2,2,3,4,4,3,5,1,2,3,3,5,2
FD125와,5,10,10,6,4,2,6,2,7,0,2,2,5,7
Family,1,2,1,2,2,1,1,0,0,2,2,0,2,1
GV90은,8,6,8,10,4,4,6,16,2,4,0,6,2,4
GV90의,8,6,8,10,4,4,6,16,2,4,0,6,2,4
Giants,0,1,0,0,1,2,1,1,0,1,0,0,2,1
H170i,1,5,2,3,3,2,4,3,3,0,0,2,2,5
HATCI,1,2,2,3,4,4,3,5,1,2,3,3,5,2
HBM,2,1,3,1,8,5,5,4,1,0,6,3,4,2
HDMI,9,9,7,5,5,6,6,5,4,3,1,4,7,18
HDR,3,4,3,3,3,3,5,2,2,2,0,1,2,9
HERO,1,5,2,3,3,2,4,3,3,0,0,2,2,5
HJ중공업,6,1,4,6,7,7,1,4,1,2,3,2,5,3
HUD,2,5,5,4,2,4,7,3,1,0,0,2,2,1
Han,0,1,0,0,1,2,1,1,0,1,0,0,2,1
Harman,6,1,4,6,7,7,1,4,1,2,3,2,5,3
He,5,3,1,4,3,6,6,5,3,5,2,7,7,4
Hyundai,1,2,2,3,4,4,3,5,1,2,3,3,5,2
ICT,7,2,5,11,5,14,8,6,3,9,11,3,5,2
IP,9,5,6,9,6,10,5,6,3,4,8,4,4,5
IT,11,10,12,9,10,15,10,10,2,10,8,5,7,6
IT용,4,3,5,5,4,6,3,3,1,3,2,1,1,1
IWB-F86N1,5,10,10,6,4,2,6,2,7,0,2,2,5,7
If,0,0,0,0,1,2,0,0,0,1,0,0,2,1
Il,5,3,1,4,2,4,6,5,3,4,2,7,5,3
Inc.,1,2,2,3,4,4,3,5,1,2,3,3,5,2
JG,8,6,8,10,4,4,6,16,2,4,0,6,2,4
Jae-won,0,1,0,0,1,2,1,1,0,1,0,0,2,1
Jang-wook,5,3,1,4,2,4,6,5,3,4,2,7,5,3
K-BASEBALL,1,0,0,1,0,1,0,0,0,1,1,0,0,0
KBO,1,0,0,1,1,3,0,0,0,2,1,0,2,1
KBO는,1,0,0,1,0,1,0,0,0,1,1,0,0,0
KBO리그에서,1,0,0,0,1,1,0,1,0,0,1,0,6,2
KIA,1,0,1,0,0,1,0,0,1,0,1,0,3,0
KOTRA,8,4,7,7,7,4,4,2,3,4,4,5,4,4
KS-CQI,4,2,3,5,2,7,3,3,1,2,5,2,2,1
KT,7,2,5,11,5,14,8,6,3,9,11,3,5,2
Korea,0,0,0,0,1,2,0,0,0,1,0,0,2,1
Korean,0,0,0,0,1,2,0,0,0,1,0,0,2,1
K콘텐츠,2,0,2,2,0,4,1,2,0,1,1,1,2,0
LCD,15,10,17,16,11,16,15,17,6,12,9,8,8,10
LCK,4,0,1,2,2,3,0,1,0,1,3,0,2,0
LCoS,2,4,8,8,4,5,4,6,2,4,2,2,5,8
LD,0,0,0,0,1,2,0,0,0,1,0,0,2,1
LED,19,31,25,26,21,24,33,28,10,9,8,20,22,14
LEDoS,4,3,3,5,4,5,1,3,2,4,2,1,5,2
LEDoS는,4,3,3,5,4,5,1,3,2,4,2,1,5,2
LED가,5,5,3,3,3,4,3,6,1,0,1,5,3,2
LED는,3,5,2,4,3,3,3,6,2,2,1,5,4,1
LFP,7,7,7,4,6,9,7,7,1,7,6,4,6,5
LG,18,11,16,21,16,33,24,19,8,28,21,11,17,11
LG는,0,0,1,0,0,1,0,0,0,1,1,0,2,0
LG디스플레이,52,30,56,79,33,81,57,53,19,56,39,31,31,22
LG디스플레이가,10,4,10,10,4,15,11,9,1,6,7,6,7,3
LG디스플레이는,16,9,16,21,12,25,18,16,4,13,14,7,8,4
LG디스플레이에,6,1,5,2,1,4,4,4,1,2,3,3,2,1
LG디스플레이의,12,5,13,10,7,14,13,12,2,7,9,5,6,5
LG유플러스,7,2,5,11,5,14,8,6,3,9,11,3,5,2
LG유플러스는,3,0,2,6,3,7,5,3,2,7,6,1,3,1
LG의,3,2,3,6,4,10,7,5,4,9,4,4,2,3
LG전자,29,16,25,37,28,50,31,29,15,39,29,17,27,22
LG전자는,3,0,2,6,3,7,5,3,2,7,6,1,3,1
LG화학,5,3,4,9,5,12,8,7,4,13,4,6,2,4
LG화학의,3,2,3,6,4,10,7,5,4,9,4,4,2,3
LLO,5,2,10,5,3,3,2,3,1,3,1,1,2,1
LPDDR,4,2,4,3,7,6,4,1,1,3,3,0,4,2
LTPO,11,4,21,10,5,6,3,7,2,5,1,3,3,2
LTPS,10,4,18,9,5,6,3,6,2,5,1,3,3,2
Labs,5,3,1,4,2,4,6,5,3,4,2,7,5,3
Laser,12,4,20,6,4,5,5,4,0,4,2,2,5,2
Lee,5,4,1,4,3,6,7,6,3,5,2,7,7,4
Lens,8,4,7,7,7,4,4,2,3,4,4,5,4,4
MAXIMUS,1,5,2,3,3,2,4,3,3,0,0,2,2,5
MLS,4,0,1,2,2,3,0,1,0,1,3,0,2,0
MRO,1,0,1,1,2,1,0,1,0,2,1,1,0,0
MTN,1,0,1,1,2,1,0,1,0,2,1,1,0,0
MWC,4,3,5,5,4,6,3,3,1,3,2,1,1,1
MagicINFO,1,2,2,3,4,4,3,5,1,2,3,3,5,2
Metro.,1,1,0,3,4,6,2,2,2,3,4,1,4,1
Micro-LED,8,9,5,7,5,7,6,13,4,2,2,9,8,3
Mode,3,4,3,3,3,3,5,2,2,2,0,1,2,9
Monday,0,0,0,0,1,2,0,0,0,1,0,0,2,1
Motors,1,2,2,3,4,4,3,5,1,2,3,3,5,2
MyV,5,3,1,4,2,4,6,5,3,4,2,7,5,3
NAND,7,2,6,7,11,10,4,7,2,2,6,4,7,4
NAVER,6,1,4,6,7,7,1,4,1,2,3,2,5,3
NB,2,6,1,0,0,0,8,6,0,0,3,19,0,1
NH투자증권,1,2,1,2,2,1,1,0,0,2,2,0,2,1
NH투자증권은,1,2,1,2,2,1,1,0,0,2,2,0,2,1
NH투자증권을,6,1,4,6,7,7,1,4,1,2,3,2,5,3
North,0,1,0,0,1,2,1,1,0,1,0,0,2,1
ODM,5,3,1,4,2,4,6,5,3,4,2,7,5,3
OEM,5,3,1,4,2,4,6,5,3,4,2,7,5,3
OEM과의,1,1,3,4,5,3,3,3,3,6,1,1,2,0
OK캐쉬백,0,0,0,0,1,0,0,0,0,0,1,0,1,0
OLED,150,108,194,197,103,173,124,154,39,118,70,81,97,93
OLED가,5,2,4,6,3,7,6,5,1,4,3,3,3,1
OLED를,8,4,12,9,5,8,7,8,2,6,4,3,3,2
OLED와,5,2,6,5,2,4,2,4,1,6,3,3,2,2
OPI,0,0,1,3,1,1,1,1,1,0,6,1,2,0
OSRAM,2,5,5,4,2,4,7,3,1,0,0,2,2,1
OSRAM은,4,11,10,8,5,6,13,5,3,1,0,4,5,4
Office,1,2,1,2,2,1,1,0,0,2,2,0,2,1
P-Complex,1,4,0,0,0,0,5,3,0,0,1,10,0,1
PC,5,3,3,4,4,3,2,3,2,2,3,2,2,4
PCB,2,1,3,3,6,3,4,0,1,2,3,1,4,2
PCB를,2,1,3,3,6,3,4,0,1,2,3,1,4,2
PCIe,1,5,2,3,3,2,4,3,3,0,0,2,2,5
PC를,1,5,2,3,3,2,4,3,3,0,0,2,2,5
PD,3,4,3,3,3,3,5,2,2,2,0,1,2,9
PECVD,6,2,10,3,2,2,2,2,0,2,1,1,2,1
PLPM7,4,11,10,8,5,6,13,5,3,1,0,4,5,4
PS,2,0,2,3,2,0,0,2,0,0,13,2,4,0
Pin,5,12,3,5,2,2,21,14,2,3,8,46,0,1
Power,4,11,10,8,5,6,13,5,3,1,0,4,5,4
ProArt,3,4,3,3,3,3,5,2,2,2,0,1,2,9
QD-OLED,12,6,9,5,5,8,4,8,3,3,3,5,7,11
QHD,6,5,4,2,2,3,1,3,2,1,1,3,5,9
RBIs,0,1,0,0,1,2,1,1,0,1,0,0,2,1
RISE사업단,0,0,0,2,0,1,1,0,0,0,1,1,2,0
ROG,8,11,7,6,6,6,6,7,5,1,1,5,8,16
RPG,5,3,3,4,4,3,2,3,2,2,3,2,2,4
RS,1,5,2,3,3,2,4,3,3,0,0,2,2,5
RTX,1,5,2,3,3,2,4,3,3,0,0,2,2,5
S23은,1,4,3,4,4,2,3,2,2,1,1,3,2,2
SBB,7,7,7,4,6,9,7,7,1,7,6,4,6,5
SDC,6,1,4,6,7,7,1,4,1,2,3,2,5,3
SERIES,1,0,0,1,0,1,0,0,0,1,1,0,0,0
SF,1,1,0,3,4,6,2,2,2,3,4,1,4,1
SID,4,3,5,5,4,6,3,3,1,3,2,1,1,1
SKC,4,0,5,3,5,4,4,4,1,1,4,1,7,0
SKT,3,0,2,6,3,7,5,3,2,7,6,1,3,1
SK증권,2,0,2,2,0,4,1,2,0,1,1,1,2,0
SK텔레콤,3,0,2,6,3,7,5,3,2,7,6,1,3,1
SK텔레콤은,3,0,2,6,3,7,5,3,2,7,6,1,3,1
SK하이닉스,14,4,13,15,21,17,8,11,4,6,29,7,16,6
SK하이닉스가,4,2,4,3,7,6,4,1,1,3,3,0,4,2
SK하이닉스는,4,2,4,3,7,6,4,1,1,3,3,0,4,2
SK하이닉스처럼,1,0,1,1,1,0,0,1,0,0,6,1,2,0
SOCAMM,4,2,4,3,7,6,4,1,1,3,3,0,4,2
SON,4,0,1,2,2,3,0,1,0,1,3,0,2,0
SSG,4,0,1,2,2,3,0,1,0,1,3,0,2,0
STAR,5,3,3,4,4,3,2,3,2,2,3,2,2,4
SUV,12,11,13,16,6,10,11,20,5,6,3,10,3,11
Samsung,1,2,2,3,4,4,3,5,1,2,3,3,5,2
Sangmu,0,1,0,0,1,2,1,1,0,1,0,0,2,1
September,0,0,0,0,1,2,0,0,0,1,0,0,2,1
Shot,5,12,3,5,2,2,21,14,2,3,8,46,0,1
Signage,1,2,2,3,4,4,3,5,1,2,3,3,5,2
Silicon,3,6,11,12,6,7,6,9,2,6,3,3,8,12
Smart,1,2,2,3,4,4,3,5,1,2,3,3,5,2
Son,0,0,0,0,1,2,0,0,0,1,0,0,2,1
Strix,7,6,5,3,3,4,2,4,2,1,1,3,6,11
Sync,6,5,4,2,2,3,1,3,2,1,1,3,5,9
TFT,5,2,8,4,2,3,1,3,1,2,0,2,1,1
TFT-LCD,8,4,7,7,7,4,4,2,3,4,4,5,4,4
TFT가,5,2,8,4,2,3,1,3,1,2,0,2,1,1
Technical,1,2,2,3,4,4,3,5,1,2,3,3,5,2
Technology,8,4,7,7,7,4,4,2,3,4,4,5,4,4
Toyota,1,2,2,3,4,4,3,5,1,2,3,3,5,2
Tuesday,0,0,0,0,1,2,0,0,0,1,0,0,2,1
Twins,0,0,0,0,1,2,0,0,0,1,0,0,2,1
Type-C,3,4,3,3,3,3,5,2,2,2,0,1,2,9
UHD,3,4,3,3,3,3,5,2,2,2,0,1,2,9
USB,9,9,7,5,5,6,6,5,4,3,1,4,7,18
V-Labs,5,3,1,4,2,4,6,5,3,4,2,7,5,3
V5,22,9,40,15,10,12,10,10,2,9,4,4,10,4
VENGEANCE,1,5,2,3,3,2,4,3,3,0,0,2,2,5
VESA,9,9,7,5,5,6,6,5,4,3,1,4,7,18
VLabs,5,3,1,4,2,4,6,5,3,4,2,7,5,3
VR헤드셋,2,3,2,4,4,4,4,3,2,1,2,3,5,1
Vegalas,2,5,5,4,2,4,7,3,1,0,0,2,2,1
VegalasTM,2,6,5,4,3,2,6,2,2,1,0,2,3,3
Visionox,16,7,30,12,8,10,8,8,2,7,3,3,8,3
WOLED,6,1,5,3,3,5,3,5,1,2,2,2,2,2
X7,8,6,8,10,4,4,6,16,2,4,0,6,2,4
XG27ACDMS,1,1,1,1,1,1,1,1,0,0,0,0,1,2
XG27AQDPG는,6,5,4,2,2,3,1,3,2,1,1,3,5,9
XG32UCWG,1,1,1,1,1,1,1,1,0,0,0,0,1,2
XTs,2,1,2,2,4,1,2,2,2,0,2,2,2,0
Youm,0,0,0,0,1,2,0,0,0,1,0,0,2,1
Z890,1,5,2,3,3,2,4,3,3,0,0,2,2,5
a-Si,5,2,10,5,3,3,2,3,1,3,1,1,2,1
advertisement,7,7,7,4,6,9,7,7,1,7,6,4,6,5
also,1,2,2,3,4,4,3,5,1,2,3,3,5,2
ams,4,11,10,8,5,6,13,5,3,1,0,4,5,4
ams오스람은,2,6,5,4,3,2,6,2,2,1,0,1,1,3
an,0,1,0,0,2,4,1,1,0,2,0,0,4,2
and,6,6,3,7,8,12,10,11,4,8,5,10,14,7
are,0,1,0,0,1,2,1,1,0,1,0,0,2,1
as,5,3,1,4,2,4,6,5,3,4,2,7,5,3
at,0,1,0,0,2,4,1,1,0,2,0,0,4,2
avec,5,3,1,4,2,4,6,5,3,4,2,7,5,3
back,0,1,0,0,1,2,1,1,0,1,0,0,2,1
bas,5,3,1,4,2,4,6,5,3,4,2,7,5,3
baseball,0,1,0,0,2,4,1,1,0,2,0,0,4,2
be,0,1,0,0,1,2,1,1,0,1,0,0,2,1
been,0,0,0,0,1,2,0,0,0,1,0,0,2,1
body,1,0,0,0,1,1,0,1,0,0,1,0,6,2
but,0,1,0,0,2,4,1,1,0,2,0,0,4,2
by,0,1,0,0,2,4,1,1,0,2,0,0,4,2
compenses,5,3,1,4,2,4,6,5,3,4,2,7,5,3
consommateurs,5,3,1,4,2,4,6,5,3,4,2,7,5,3
consommation,5,3,1,4,2,4,6,5,3,4,2,7,5,3
consumers,5,3,1,4,2,4,6,5,3,4,2,7,5,3
consumption,5,3,1,4,2,4,6,5,3,4,2,7,5,3
content,1,0,0,0,1,1,0,1,0,0,1,0,6,2
de,5,3,1,4,2,4,6,5,3,4,2,7,5,3
des,5,3,1,4,2,4,6,5,3,4,2,7,5,3
description,1,0,0,0,1,1,0,1,0,0,1,0,6,2
design,1,2,2,3,4,4,3,5,1,2,3,3,5,2
digital,1,2,2,3,4,4,3,5,1,2,3,3,5,2
displays,1,2,2,3,4,4,3,5,1,2,3,3,5,2
down,0,0,0,0,1,2,0,0,0,1,0,0,2,1
en,5,3,1,4,2,4,6,5,3,4,2,7,5,3
encodeURIComponent,1,0,0,0,1,1,0,1,0,0,1,0,6,2
est,5,3,1,4,2,4,6,5,3,4,2,7,5,3
et,5,3,1,4,2,4,6,5,3,4,2,7,5,3
e스포츠,6,5,4,2,2,3,1,3,2,1,1,3,5,9
first,0,1,0,0,2,4,1,1,0,2,0,0,4,2
for,5,4,1,4,4,8,7,6,3,6,2,7,9,5
function,1,0,0,0,1,1,0,1,0,0,1,0,6,2
games,0,0,0,0,1,2,0,0,0,1,0,0,2,1
get,0,1,0,0,2,4,1,1,0,2,0,0,4,2
had,0,1,0,0,2,4,1,1,0,2,0,0,4,2
has,1,2,2,3,5,6,3,5,1,3,3,3,7,3
have,0,1,0,0,2,4,1,1,0,2,0,0,4,2
here,0,1,0,0,1,2,1,1,0,1,0,0,2,1
his,0,1,0,0,2,4,1,1,0,2,0,0,4,2
home,0,1,0,0,1,2,1,1,0,1,0,0,2,1
iCUE,1,5,2,3,3,2,4,3,3,0,0,2,2,5
iLED,2,4,5,10,2,5,3,3,1,7,1,2,3,1
if,1,0,0,0,1,1,0,1,0,0,1,0,6,2
in,6,6,3,7,8,12,10,11,4,8,5,10,14,7
including,1,2,2,3,4,4,3,5,1,2,3,3,5,2
into,0,1,0,0,1,2,1,1,0,1,0,0,2,1
is,5,3,1,4,2,4,6,5,3,4,2,7,5,3
its,5,3,1,4,2,4,6,5,3,4,2,7,5,3
la,5,3,1,4,2,4,6,5,3,4,2,7,5,3
le,5,3,1,4,2,4,6,5,3,4,2,7,5,3
les,5,3,1,4,2,4,6,5,3,4,2,7,5,3
lock,0,0,0,0,1,2,0,0,0,1,0,0,2,1
loss,0,0,0,0,1,2,0,0,0,1,0,0,2,1
mAh,1,4,3,4,4,2,3,2,2,1,1,3,2,2
manager,0,0,0,0,1,2,0,0,0,1,0,0,2,1
meta,1,0,0,0,1,1,0,1,0,0,1,0,6,2
military,0,1,0,0,1,2,1,1,0,1,0,0,2,1
more,0,1,0,0,1,2,1,1,0,1,0,0,2,1
nits,1,4,3,4,4,2,3,2,2,1,1,3,2,2
not,0,0,0,0,1,2,0,0,0,1,0,0,2,1
of,6,6,3,7,8,12,10,11,4,8,5,10,14,7
og,1,0,0,0,1,1,0,1,0,0,1,0,6,2
on,8,10,12,16,10,15,13,15,5,12,5,10,17,17
our,0,1,0,0,1,2,1,1,0,1,0,0,2,1
over,0,0,0,0,1,2,0,0,0,1,0,0,2,1
pCNTN,1,0,0,0,1,1,0,1,0,0,1,0,6,2
pClassName,1,0,0,0,1,1,0,1,0,0,1,0,6,2
pDesc,1,0,0,0,1,1,0,1,0,0,1,0,6,2
pMUrl,1,0,0,0,1,1,0,1,0,0,1,0,6,2
pPUrl,1,0,0,0,1,1,0,1,0,0,1,0,6,2
pTitl,1,0,0,0,1,1,0,1,0,0,1,0,6,2
pUrl,1,0,0,0,1,1,0,1,0,0,1,0,6,2
par,5,3,1,4,2,4,6,5,3,4,2,7,5,3
place,0,0,0,0,1,2,0,0,0,1,0,0,2,1
plateforme,5,3,1,4,2,4,6,5,3,4,2,7,5,3
players,0,1,0,0,1,2,1,1,0,1,0,0,2,1
plus,5,3,1,4,2,4,6,5,3,4,2,7,5,3
product,5,3,1,4,2,4,6,5,3,4,2,7,5,3
produits,5,3,1,4,2,4,6,5,3,4,2,7,5,3
property,1,0,0,0,1,1,0,1,0,0,1,0,6,2
re,5,3,1,4,2,4,6,5,3,4,2,7,5,3
rights,1,1,0,3,4,6,2,2,2,3,4,1,4,1
runs,0,1,0,0,1,2,1,1,0,1,0,0,2,1
sRGB,3,4,3,3,3,3,5,2,2,2,0,1,2,9
second,0,1,0,0,1,2,1,1,0,1,0,0,2,1
service,0,1,0,0,1,2,1,1,0,1,0,0,2,1
showrooms,1,2,2,3,4,4,3,5,1,2,3,3,5,2
signage,1,2,2,3,4,4,3,5,1,2,3,3,5,2
simple,5,3,1,4,2,4,6,5,3,4,2,7,5,3
sluggers,0,1,0,0,1,2,1,1,0,1,0,0,2,1
smart,1,2,2,3,4,4,3,5,1,2,3,3,5,2
stores,1,2,2,3,4,4,3,5,1,2,3,3,5,2
structure,5,3,1,4,2,4,6,5,3,4,2,7,5,3
supplied,1,2,2,3,4,4,3,5,1,2,3,3,5,2
sur,5,3,1,4,2,4,6,5,3,4,2,7,5,3
team,0,1,0,0,1,2,1,1,0,1,0,0,2,1
the,6,6,3,7,8,12,10,11,4,8,5,10,14,7
their,0,1,0,0,1,2,1,1,0,1,0,0,2,1
they,0,1,0,0,1,2,1,1,0,1,0,0,2,1
this,0,0,0,0,1,2,0,0,0,1,0,0,2,1
through,0,1,0,0,1,2,1,1,0,1,0,0,2,1
title,1,0,0,0,1,1,0,1,0,0,1,0,6,2
to,6,6,3,7,8,12,10,11,4,8,5,10,14,7
top,0,0,0,0,1,2,0,0,0,1,0,0,2,1
turning,0,1,0,0,1,2,1,1,0,1,0,0,2,1
two,0,0,0,0,1,2,0,0,0,1,0,0,2,1
txtShortUrl,1,0,0,0,1,1,0,1,0,0,1,0,6,2
un,5,3,1,4,2,4,6,5,3,4,2,7,5,3
une,5,3,1,4,2,4,6,5,3,4,2,7,5,3
use,1,2,2,3,4,4,3,5,1,2,3,3,5,2
valeur,5,3,1,4,2,4,6,5,3,4,2,7,5,3
var,1,0,0,0,1,1,0,1,0,0,1,0,6,2
vehicle,1,2,2,3,4,4,3,5,1,2,3,3,5,2
was,0,1,0,0,1,2,1,1,0,1,0,0,2,1
way,0,0,0,0,1,2,0,0,0,1,0,0,2,1
we,0,1,0,0,2,4,1,1,0,2,0,0,4,2
where,5,3,1,4,2,4,6,5,3,4,2,7,5,3
will,0,0,0,0,1,2,0,0,0,1,0,0,2,1
