org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
OLED,16,70,28,42,87,55,32,34
OMEN,0,4,0,3,3,3,0,0
on,8,2,2,5,2,4,3,1
oral,2,1,0,1,1,1,1,0
P-Complex,0,0,1,2,0,0,0,5
PC,6,4,2,4,3,3,5,5
percent,2,1,0,1,1,1,1,0
pharmaceutical,2,1,0,1,1,1,1,0
Pin,0,0,5,10,0,3,0,21
platform,2,1,0,1,1,1,1,0
QHD,1,2,0,1,2,0,1,2
RGB,1,2,0,2,5,1,0,2
RPG,0,3,0,1,2,0,0,0
Seoul,2,0,0,1,0,1,1,0
Shot,0,0,5,10,0,3,0,21
Silicon,4,2,2,3,2,2,1,1
SK나이츠,2,0,1,0,0,2,1,0
SK텔레콤,2,0,1,0,0,2,1,0
SK하이닉스,0,0,0,0,0,2,1,0
Slider,1,1,0,0,2,0,1,0
SNS,0,1,0,1,1,0,1,0
Sources,1,1,0,0,2,0,1,0
South,2,0,0,1,0,1,1,0
Start,1,1,0,0,2,0,1,0
SUV,0,1,1,3,2,0,2,0
TFT,0,4,2,2,2,2,1,2
TGS,0,3,0,2,2,2,0,0
that,2,0,0,1,0,1,1,0
the,6,1,0,3,1,3,3,0
to,6,1,0,3,1,3,3,0
US,2,0,0,1,0,1,1,0
VR헤드셋,4,1,2,2,1,4,2,3
will,2,0,0,1,0,1,1,0
with,2,0,0,1,0,1,1,0
WOLED,1,2,0,1,2,0,1,2
working,2,0,0,1,0,1,1,0
WSJ,4,1,1,1,1,3,1,1
XR,9,3,4,5,3,8,5,5
가격,4,3,0,2,2,3,2,3
가격으로,4,4,0,2,4,0,0,2
가구부터,1,0,0,1,0,0,0,2
가능성,1,2,1,2,5,3,3,1
가민,5,2,2,10,2,7,3,8
가장,8,7,3,6,5,5,5,7
가진,4,1,1,1,1,3,1,1
간편지급,0,0,0,1,0,1,1,0
감가상각비,1,2,1,2,4,2,0,3
감소,0,2,0,2,3,2,0,1
강력한,2,3,1,2,2,2,0,2
강세,0,1,1,0,0,1,1,0
같은,2,5,1,9,6,5,4,5
개선에,1,2,2,2,5,3,2,2
개편,0,0,1,1,0,1,0,1
갤럭시,3,2,0,0,2,3,1,1
갤럭시Z,2,3,1,2,2,2,0,2
거래일,2,2,5,1,1,4,3,2
거리,1,0,0,0,0,1,1,1
거실,0,3,0,1,2,2,0,3
건물에너지관리시스템,0,1,1,0,0,1,1,1
건설,1,1,0,0,2,3,1,2
건설사,1,1,0,0,2,3,1,2
검증된,0,1,0,0,1,1,0,0
것으로,22,26,13,20,30,30,18,20
게이머들,0,3,0,1,2,0,0,0
게이밍,2,10,0,5,7,7,1,0
게임,3,15,1,7,10,8,3,3
게임쇼,1,3,0,1,2,2,1,0
격자형,0,0,1,1,0,1,0,1
견본주택,0,2,0,1,2,3,0,1
견본주택에,0,2,0,1,2,4,1,1
경기,0,0,0,0,0,1,1,0
경신종목,1,1,0,0,2,0,1,0
경신했다.,1,1,0,0,2,0,1,0
경연대회,1,1,2,0,2,4,2,0
경우,3,1,3,4,1,4,5,1
경험,3,3,1,2,2,6,2,3
고객들,1,1,0,1,0,1,0,0
고객사,4,4,2,5,6,3,1,3
고객에게,0,0,0,1,0,1,1,1
골든,1,1,0,1,0,1,0,0
공공기관,2,2,0,1,2,0,0,1
공급,4,6,4,4,6,5,4,1
공급망,8,3,5,14,3,11,8,9
공급키로,0,4,2,1,4,3,2,0
공식,2,4,10,4,4,4,4,0
공장,2,1,3,1,0,3,5,1
공정,0,4,2,2,2,2,1,2
관람,0,1,0,1,1,0,1,0
관람객,0,3,0,1,2,0,0,0
관련,0,2,1,1,4,3,1,0
관리,2,1,2,0,0,3,2,1
관리하,0,0,1,2,0,0,0,5
광학,4,2,2,3,2,2,1,1
광학필름,2,3,5,0,2,5,2,3
광학필터,3,1,2,0,1,2,1,2
구글,5,2,2,4,2,4,3,2
구동,0,4,2,2,2,2,1,2
구현,0,3,0,1,2,2,0,3
국립현대미술관,0,2,0,2,2,0,2,0
규모,1,8,4,2,8,7,6,0
규모로,1,3,0,5,2,2,1,4
그래픽,1,3,0,1,2,2,0,0
그러나,5,1,1,1,1,3,1,1
그룹,3,10,24,9,10,8,8,0
글라스,5,1,1,2,1,1,3,2
글래스,4,1,1,1,1,3,1,1
글로시,1,2,0,1,2,0,1,2
금융소비자보호,3,1,4,1,2,5,5,0
금지,4,2,2,3,2,2,1,1
기간,0,1,0,2,1,1,2,0
기관,0,1,1,0,0,1,1,0
기기,19,5,5,7,5,11,8,6
기념식,1,2,1,2,5,2,2,1
기능,6,0,3,3,0,7,3,5
기능도,3,0,1,1,0,2,1,4
기대감,0,1,0,1,1,2,0,1
기록했다.,0,1,0,0,2,0,0,0
기반,4,3,5,0,2,5,3,4
기반으로,1,4,10,4,4,4,4,0
기사,3,1,4,1,2,5,5,0
기사제휴,0,1,0,1,1,0,1,0
기술력,1,2,3,0,1,3,2,2
기업으로,2,8,19,7,8,6,7,0
기업인,0,0,0,0,0,1,2,1
기자,5,5,1,5,6,7,3,13
기준대비,0,0,0,1,0,0,0,1
길목,3,2,4,1,0,4,5,1
김보라,0,0,1,2,0,0,0,5
나노,1,2,3,0,1,3,2,2
나노기술,1,1,2,0,1,2,0,1
나라장터,4,4,0,2,4,0,0,2
나인투파이브맥,1,1,1,1,1,1,2,1
나타내고,0,1,1,0,0,1,1,0
남은,0,0,0,1,0,2,2,1
내고,1,2,5,2,2,2,1,0
내구성,2,3,1,2,2,2,0,2
내년,5,14,9,13,26,17,12,12
내놓,1,1,1,1,1,1,2,1
내주,0,0,1,1,0,1,0,1
넷마블,1,3,1,2,2,2,2,3
넷플릭스,0,0,0,0,0,1,0,2
노조,1,1,0,0,1,3,1,1
노출,0,0,1,1,0,1,0,1
노트북,4,4,0,2,4,0,0,2
높은,5,2,2,10,2,7,3,8
뉴로메카,3,10,24,9,10,8,8,0
뉴시스,12,5,5,11,5,10,6,7
늘었다.,0,0,0,1,0,1,1,0
다시,1,1,0,0,1,3,1,1
다양한,3,6,4,3,5,8,9,9
다음,5,1,1,2,1,1,3,2
닥터스,1,0,0,1,0,0,0,2
단기적,1,1,3,2,1,3,1,2
단독,1,8,4,2,8,7,5,0
단지,0,1,0,1,1,2,0,1
달러,0,2,1,1,3,0,2,1
대비,5,12,8,10,15,14,6,12
대상으로,4,2,2,3,2,2,1,1
대신증권,2,8,1,6,9,6,0,8
대우건설,1,1,0,0,2,3,1,2
대표,2,4,4,5,9,5,4,3
대표이사,2,2,0,1,2,0,0,1
대학로,1,0,0,0,0,1,1,1
대한,9,6,3,5,8,9,5,6
대형,1,6,1,3,5,2,0,4
대회,1,1,2,0,2,4,2,0
더보기,0,0,0,1,0,0,0,1
더파워,0,0,0,1,0,0,0,1
덧붙였다.,0,2,1,1,5,2,1,1
데몬,0,0,0,0,0,1,0,2
덱스,2,3,1,2,2,2,0,2
도쿄게임쇼,2,6,1,3,4,4,2,3
동기,0,0,0,1,0,1,1,0
동일하이빌,1,5,0,1,6,10,2,3
됩니다.,3,0,1,1,0,4,2,0
두께,1,1,1,1,1,1,2,1
두산밥캣,0,4,1,2,4,2,2,2
뒷좌석,0,1,1,3,2,0,2,0
듀얼,3,0,1,1,0,2,1,4
등은,0,1,1,0,0,1,1,0
등을,0,6,5,4,6,3,4,2
등이,4,3,3,3,2,5,4,3
디바이스,0,0,2,4,0,1,0,7
디스플레,15,41,22,40,60,43,28,27
디자인,0,1,1,3,2,0,2,0
따돌릴,1,2,1,2,5,2,2,1
따뜻한,1,0,0,1,0,0,0,2
따르면,5,2,2,10,2,7,3,8
따른,0,2,0,2,4,1,0,2
라닉스,2,2,5,1,1,4,3,2
라온텍,4,2,2,3,2,2,1,1
라이프스타일에,1,0,0,1,0,0,0,2
레이저,0,4,2,1,4,3,3,0
레인지로버,4,3,0,2,2,3,2,3
렌즈,3,0,1,1,0,2,1,4
로레알,0,0,0,0,0,2,4,2
로봇,3,10,24,9,10,8,8,0
리뷰,0,0,1,1,0,1,0,1
리얼리티랩스,5,1,1,1,1,3,1,1
리조트,0,0,0,1,0,0,0,0
리프팅,0,0,3,6,0,2,0,11
린나,1,0,0,0,0,1,1,1
린나이,1,0,0,0,0,1,1,1
마약,2,2,5,1,1,4,3,2
마이크로,7,7,2,17,9,10,4,14
마이크로디스플레,4,2,2,3,2,2,1,1
마지막,1,5,0,1,6,10,2,3
마케팅,0,0,0,0,0,2,4,2
많이,2,3,4,2,5,5,6,2
많지,3,1,3,4,1,4,5,1
말했다.,1,4,2,2,10,4,3,3
맞춰,1,0,0,1,0,0,0,2
맡았다.,0,0,0,0,0,1,2,1
매출,1,5,0,4,6,6,4,6
메디힐,0,0,0,0,0,1,2,1
메인,2,3,0,0,2,2,1,1
메타,30,9,12,16,9,21,16,11
메타버스,5,1,1,2,1,1,3,2
메트로신문,0,1,0,0,1,2,0,0
멘탈,2,0,1,0,0,2,1,0
모니터,4,4,0,2,4,0,0,2
모델,0,2,0,2,4,1,0,2
모두,1,2,1,1,3,3,5,3
모듈,6,4,7,4,3,6,4,3
모바일,1,3,1,2,2,2,2,3
모바일용,1,3,1,2,3,2,0,4
모빌리티,2,2,5,1,1,4,3,2
목소리,3,0,1,1,0,4,2,0
무료,0,1,0,1,1,0,1,0
무선,2,0,1,0,0,5,4,5
무한,5,2,2,3,2,4,3,2
문의,0,1,0,1,1,0,1,0
미국,6,4,5,3,2,10,11,9
미래,3,2,4,1,0,4,5,1
미래나노텍,2,3,5,0,2,5,2,3
미세먼지,1,0,0,0,0,2,2,2
밀도,0,0,3,6,0,2,0,12
바다,0,1,1,3,2,0,2,0
박종훈,1,2,5,2,2,2,1,0
반도체,9,9,14,7,6,16,16,4
반등,1,2,1,2,4,2,0,3
반응,0,0,0,1,0,0,0,1
밝혔다.,5,12,5,12,10,9,4,13
방법,0,3,0,2,2,2,0,0
방식,4,1,2,2,1,4,2,3
방식으로,1,1,3,2,1,3,1,2
배터리,1,1,2,0,1,2,0,1
버전,1,2,0,1,2,0,1,2
보고,4,1,1,1,1,3,1,1
보도자료,0,1,1,3,1,1,1,3
보면,0,1,1,0,0,1,1,0
보여주,0,1,1,3,2,0,2,0
보였다.,0,1,0,0,2,0,0,0
보이고,0,1,1,0,0,1,1,0
보인다.,2,1,0,0,1,2,1,1
보조금,0,1,1,3,2,0,2,0
부담,1,2,1,2,4,2,0,3
부드러운,0,1,1,3,2,0,2,0
부모,3,0,1,1,0,2,1,4
부문에서,5,1,1,1,1,3,1,1
부스,0,3,0,1,2,0,0,0
부채비율,1,2,1,3,4,2,2,1
부품,5,3,8,5,2,8,8,3
북미,0,2,0,2,4,1,0,2
북부리그,0,1,0,0,0,1,0,1
분야,5,2,4,2,3,8,4,3
분양,1,3,0,1,4,7,1,3
분양가,0,1,0,0,1,1,0,0
불만,0,0,1,2,0,1,0,2
브레이커스,2,9,0,4,6,6,1,0
비건,0,0,0,1,0,0,0,0
비롯해,2,4,0,1,4,2,1,0
비스포크,1,0,0,0,0,2,2,2
비용,1,1,3,2,1,3,1,2
비전옥스,1,12,6,3,12,10,8,0
비즈니스,1,0,0,1,0,3,3,0
비트코인,0,0,0,1,0,0,0,1
빠른,1,3,0,1,2,2,0,0
사람,5,1,1,2,1,1,3,2
사업,7,6,10,3,4,12,5,7
사용자,7,1,2,2,1,7,3,1
사용할,2,1,0,0,1,2,1,1
사장,3,8,5,7,20,12,12,9
사진,0,1,0,1,1,0,1,0
사흘간,1,4,0,1,5,9,2,3
산업,6,13,25,10,11,15,14,1
삼성,14,10,8,7,9,23,15,13
삼성디스플레,1,2,4,3,4,4,4,1
삼성디스플레이,6,17,9,15,24,19,12,7
삼성전자,5,4,1,1,4,11,4,4
삼성페,0,0,0,1,0,1,1,0
삼현,2,2,5,1,1,4,3,2
상무,0,1,0,0,0,1,0,1
상반기,0,2,1,2,5,3,2,1
상생세일,4,4,0,2,4,0,0,2
상설전,0,1,0,1,1,0,1,0
상승한,0,2,1,0,2,1,1,0
상품,0,0,0,0,0,1,0,2
상황,3,1,4,1,2,5,5,0
새로운,8,2,4,4,2,4,4,9
생산,1,5,5,4,3,5,2,4
생산라인,3,12,5,6,18,10,7,3
샤오미,0,2,0,0,1,0,0,0
서비스,3,0,1,2,0,5,3,0
선박,1,1,2,0,2,4,2,0
선발,0,0,0,0,0,1,1,0
선수들,2,0,1,0,0,2,1,0
설립,1,2,5,2,2,2,1,0
설비,2,1,3,1,0,3,5,1
성과,0,1,1,0,0,1,1,1
성과급,1,1,0,0,1,3,1,1
성능,4,3,2,2,2,7,4,7
성능에서,2,1,0,0,1,2,1,1
성분,0,0,2,4,0,2,0,9
성장,9,5,9,2,4,11,5,8
성장세,1,2,0,2,5,1,0,2
세계,7,15,23,10,14,15,11,2
세계관,0,3,0,1,2,0,0,0
소비자,1,0,1,0,0,3,2,3
소수점,0,0,0,2,0,2,2,2
소재,2,3,5,0,2,5,2,3
소프트웨어,0,3,0,1,2,2,0,3
손기호,1,1,0,0,2,3,1,2
손님,0,0,0,1,0,1,1,1
솔루션,7,11,23,11,10,11,9,2
숏폼,0,0,0,1,0,0,0,1
수는,1,1,0,0,1,3,1,1
수면,6,0,2,2,0,4,2,6
수요,1,4,1,4,8,3,0,5
수원,1,1,0,0,1,3,1,1
수익성,3,10,2,8,13,8,0,11
수학적최적화,1,1,2,0,2,4,2,0
숙면,1,0,0,1,0,0,0,2
스마일게이트,1,3,1,2,2,2,2,3
스마트글라스,5,1,1,1,1,3,1,1
스마트글래스,4,1,2,2,1,4,2,3
스마트워치,6,5,2,15,4,9,4,12
스마트폰,19,6,6,6,6,12,9,8
스마트홈,3,0,1,1,0,2,1,4
스캐너,2,1,3,1,0,3,5,1
스크류,2,1,3,1,0,3,5,1
스트레스솔루션,2,0,1,0,0,2,1,0
스틱,1,0,1,0,0,3,2,3
시대,1,0,0,0,0,1,1,1
시도,4,3,0,2,2,3,2,3
시리즈,4,4,0,2,4,0,0,2
시스템,2,1,3,1,0,3,5,1
시에나,0,0,0,1,0,0,0,0
시장에,1,5,4,6,4,2,2,4
시장에서,4,2,2,2,3,4,2,3
시즌,0,0,0,0,0,1,1,0
신고,1,1,0,0,2,0,1,0
신규,1,8,4,2,8,7,5,0
신뢰도,1,0,0,0,0,2,2,2
신시장,0,3,1,1,3,3,2,0
신작,1,6,1,4,4,4,2,3
신저,1,1,0,0,2,0,1,0
신혼부부까지,1,0,0,1,0,0,0,2
실적,4,12,7,11,28,14,8,13
씨라이언,0,1,1,3,2,0,2,0
아기,3,0,1,1,0,2,1,4
아니라,4,1,2,0,1,3,2,3
아래,2,3,1,2,2,2,0,2
아마존에,1,2,0,1,2,0,1,2
아산탕정,1,5,0,1,6,10,2,3
아산탕정지구,0,4,0,1,4,7,1,1
아이,3,0,1,1,0,2,1,4
아이오닉,0,4,1,2,4,2,2,2
아이폰,1,1,1,1,1,1,2,1
아직,5,2,2,10,2,7,3,8
아침,3,1,4,1,2,5,5,0
아토,0,1,1,3,2,0,2,0
안경,13,4,6,9,4,9,11,5
안경에,3,1,3,4,1,4,5,1
안의,0,3,0,1,2,2,0,3
안전,3,0,1,1,0,2,1,4
알고리즘,1,1,2,0,2,4,2,0
알람,3,1,4,1,2,5,5,0
알리바바,1,0,0,1,0,3,3,0
암호화폐,0,0,0,1,0,0,0,1
애니메이션,1,6,0,2,4,3,1,2
애플,18,10,9,13,12,20,14,9
앱스토어,0,0,0,1,0,0,0,0
앱을,2,2,1,1,3,1,3,0
야외에서도,2,1,1,5,1,3,1,4
약세,0,1,1,0,0,1,1,0
얇은,1,1,1,1,1,1,2,1
양사,1,2,2,2,5,3,2,2
양산,1,5,2,2,8,5,4,2
어메니티,0,0,0,1,0,0,0,0
업계,1,4,5,4,7,4,6,2
업그레이드,2,3,1,2,2,2,0,2
업데이트,0,0,1,2,0,1,0,2
업체,1,3,0,5,2,2,1,4
없이,0,0,0,2,0,2,2,2
에너지,0,1,1,0,0,1,1,1
에버랜드,1,1,0,1,0,1,0,0
에서,0,2,1,1,3,0,2,1
에이스침대,1,0,0,1,0,0,0,2
에잇세컨즈,0,0,0,0,0,1,0,2
엔씨소프트,3,15,1,7,10,8,3,3
여전히,1,4,2,4,7,2,4,2
여행,0,0,0,1,0,1,1,1
역임하며,0,3,1,1,3,3,2,0
연결기준,1,2,1,3,4,2,2,1
연구원,1,3,0,2,3,2,0,3
연대해,1,1,0,0,1,3,1,1
연장,0,1,1,0,0,1,1,1
연합뉴스,0,1,0,1,1,0,1,0
연휴,1,2,0,2,1,1,1,0
영업이익,2,10,1,8,13,7,0,10
오는,1,1,0,1,0,1,0,0
오디오,0,3,0,1,2,2,0,3
오전,2,2,1,1,3,1,3,0
온도,1,0,0,1,0,0,0,2
온열매트,1,0,0,1,0,0,0,2
올해,2,6,2,7,12,6,4,3
옵트론텍,3,1,2,0,1,2,1,2
와일드카드,0,0,0,0,0,1,1,0
완성하,0,1,0,0,1,2,1,0
외국인,0,2,1,0,2,1,1,0
외화,0,0,0,2,0,2,2,2
외화통장,0,0,0,2,0,2,2,2
우리,10,4,8,4,1,8,13,4
운영,0,1,1,0,0,1,1,1
울트라기어,1,2,0,1,2,0,1,2
웃도,1,3,1,2,3,2,0,4
원스토어,0,0,0,1,0,0,0,0
원어치,0,1,1,0,0,1,1,0
원으로,1,3,0,2,3,2,0,3
원태인,0,0,0,0,0,1,1,0
원하,3,0,1,1,0,4,2,0
웨어러블,1,3,0,5,2,2,1,4
웨이브가이드,4,1,2,2,1,4,2,3
웹OS로,0,3,0,1,2,2,0,3
위안,1,8,4,2,8,7,5,0
위탁생산,3,1,3,4,1,4,5,1
위해,2,1,3,3,1,6,4,2
유기발광다이오드,1,2,1,2,5,2,2,1
유럽,1,0,1,0,0,3,2,3
유비리서치,6,5,2,15,4,9,4,12
유비리서치에,5,2,2,10,2,7,3,8
유연수,0,0,0,1,0,0,0,1
윤서영,0,1,0,0,2,0,0,0
음성,3,0,1,1,0,4,2,0
이는,2,5,2,2,3,4,2,3
이러한,3,0,1,1,0,4,2,0
이를,1,2,3,0,1,3,2,2
이미,0,0,0,0,0,1,1,0
이번,13,16,18,12,16,16,14,8
이벤트,2,4,1,5,2,5,4,5
이보크,4,3,0,2,2,3,2,3
이사회,0,0,0,0,0,2,4,2
이선주,0,0,0,0,0,2,4,2
이어,1,2,4,3,4,6,8,3
이옹,1,2,5,2,2,2,2,0
이용건수,0,0,0,1,0,1,1,0
이용금액,0,0,0,1,0,1,1,0
이유,2,3,1,2,2,2,0,2
이익잉여금,1,2,1,3,4,2,2,1
이차전지,2,3,5,0,2,5,2,3
이청,3,6,7,7,14,10,9,6
이탈리아,0,0,0,1,0,0,0,0
이호길,0,2,4,1,2,0,1,0
이후,1,1,1,1,1,1,2,1
인기,0,0,0,0,0,1,0,2
인증,2,1,3,2,0,3,5,1
인플루언서,1,3,1,2,2,2,2,3
일각,1,1,3,2,1,3,1,2
일레븐랩스,3,0,1,1,0,4,2,0
일본,2,9,1,4,6,4,3,3
일부,2,1,1,1,1,3,1,2
일평균,0,0,0,1,0,1,1,0
임단협,1,1,0,0,1,3,1,1
입생로랑,0,0,0,0,0,1,2,1
입지,0,2,0,0,2,3,1,0
있는,25,20,14,14,16,32,24,8
있다,2,6,2,4,15,5,3,5
있다.,57,47,43,49,49,76,51,53
있도록,0,0,1,2,0,1,0,5
있습니다.,6,2,4,6,2,8,8,1
있어,0,2,1,1,5,2,1,1
자동,3,0,1,1,0,4,2,0
자동차,2,2,5,1,1,4,3,2
자율주행차,3,1,2,0,1,2,1,2
작은,5,3,2,3,2,4,1,6
잡포스트,0,0,0,1,0,1,1,1
장기적,1,1,3,2,1,3,1,2
장벽,0,0,3,6,0,1,0,14
장비,6,16,15,5,13,18,16,3
재계,1,0,0,1,0,3,3,0
저성장,2,2,1,1,3,1,3,0
저자극,0,0,0,1,0,0,0,0
적자,3,4,2,3,7,3,3,3
전기,0,1,1,3,2,0,2,0
전년,2,6,1,5,6,5,1,7
전망,1,3,0,2,3,2,0,3
전면,1,1,1,1,1,1,2,1
전삼노,1,1,0,0,1,3,1,1
전세계적인,0,0,0,0,0,1,0,2
전소영,0,2,0,2,4,1,0,2
전용,0,3,0,1,3,5,0,1
전자칠판,4,4,0,2,4,0,0,2
전자파,1,1,2,0,1,2,0,1
전장,2,2,5,1,1,4,3,2
전체,1,4,0,4,8,3,0,3
전했다.,4,1,1,1,1,3,1,1
전환,4,5,3,4,10,7,3,6
절감,1,2,4,2,1,4,2,3
점검,4,3,6,4,7,9,8,3
점유율,0,2,0,2,4,1,0,2
접는,1,1,1,1,1,1,2,1
정기,0,0,0,0,0,1,2,1
정부,5,8,15,6,9,10,10,3
정철동,2,4,2,4,9,4,4,3
제공한다.,0,0,0,1,0,1,1,1
제시했다.,1,3,1,2,3,2,0,4
제조,2,1,3,1,0,3,5,1
제트,1,0,0,0,0,2,2,2
제품,17,9,9,11,8,11,12,23
제한된,1,1,2,0,2,4,2,0
조건,1,1,2,0,2,4,2,0
조합원,1,1,0,0,1,3,1,1
조합원들,1,1,0,0,1,3,1,1
종목,3,3,1,1,5,1,4,0
주식,0,0,0,2,0,2,2,2
주요,4,9,8,9,8,13,10,7
주행감,0,1,1,3,2,0,2,0
중국,24,36,53,30,41,47,45,14
중국에,3,1,4,1,2,5,5,0
중형,0,1,1,3,2,0,2,0
즐길,2,6,0,2,4,4,1,0
증가했다.,0,0,0,1,0,1,1,0
증권사들,1,2,1,2,4,2,0,3
지난,6,4,2,4,5,6,3,3
지속,2,2,1,1,3,1,3,0
지원,3,5,3,4,7,5,2,4
지원한다.,2,0,1,0,0,2,1,0
지원해,3,0,1,1,0,2,1,4
직주근접,0,1,0,0,1,2,1,0
집진기,2,1,3,1,0,3,5,1
집행부,1,1,0,0,1,3,1,1
차단,1,1,2,0,1,2,0,1
차량,2,7,6,3,6,6,5,6
차량용,0,5,1,2,5,2,2,4
차세대,3,1,2,0,1,2,1,2
참석,1,0,0,1,0,3,3,0
참여자들,1,0,0,0,0,1,1,1
챔피언결정전,0,1,0,0,0,1,0,1
첨단,1,2,3,0,1,3,2,2
청년,1,0,0,0,0,1,1,1
청년들,1,0,0,0,0,1,1,1
청소,2,0,1,0,0,5,4,5
청소기,2,0,1,0,0,5,4,5
청약,1,5,0,1,6,10,2,3
체계,4,3,6,4,7,9,8,3
체온,1,0,0,1,0,0,0,2
체험,1,4,0,3,2,3,0,0
체험할,0,3,0,1,2,0,0,0
초품아,0,1,0,0,1,2,1,0
최고,2,1,1,0,2,3,3,3
최아람,0,0,0,0,0,1,0,2
최우식,2,2,0,1,2,0,0,1
최저,1,1,0,0,2,0,1,0
최적,1,1,2,0,2,4,2,0
최적화,1,1,2,0,2,4,2,0
추가,0,0,1,1,0,1,0,1
추석,1,3,0,3,2,1,2,0
출처,0,1,0,1,1,0,1,0
출품했다.,1,3,1,2,2,2,2,3
출하량,9,5,4,7,7,9,5,7
충남,1,5,0,1,6,10,2,3
충칭,0,4,2,2,2,2,1,2
충칭시,0,4,2,2,2,2,1,2
친구,0,0,1,2,0,1,0,2
친구탭,0,0,0,1,0,0,0,1
카니발,1,1,0,1,0,1,0,0
카메라,6,3,3,1,3,5,4,4
카카오,0,0,1,2,0,1,0,2
카카오톡,0,0,1,1,0,1,0,1
캐릭터,0,3,0,1,2,0,0,0
