org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13
BOE,6,3,6,3,3,5,4,2,4,2,1,4,5,5
by,0,0,0,0,2,0,0,0,0,0,0,2,0,0
BYD,3,0,2,0,1,1,0,3,2,0,1,2,0,1
BYD코리아,3,0,2,0,1,1,0,3,2,0,1,2,0,1
CEO에,2,1,0,3,1,2,3,0,2,8,3,0,0,2
chips,0,0,0,0,2,0,0,0,0,0,0,2,0,0
CJ그룹,2,0,4,2,1,2,2,3,4,2,2,3,2,4
CLENOX,1,0,0,19,1,2,4,0,1,4,0,12,0,0
cooling,0,0,0,0,2,0,0,0,0,0,0,2,0,0
Copyright,2,4,1,0,0,1,0,0,1,0,2,0,0,1
Corintis,0,0,0,0,2,0,0,0,0,0,0,2,0,0
CTO,2,0,4,2,1,2,2,3,4,2,2,3,2,4
DB하이텍,2,1,1,1,4,2,1,3,2,0,2,4,1,1
E-ONG,5,3,6,0,5,15,4,0,12,0,3,3,3,6
ELA,9,0,16,0,4,4,5,1,6,1,0,5,20,8
EMI,8,1,2,3,4,5,1,3,9,0,0,0,2,2
End,1,0,2,0,3,0,0,1,0,0,1,1,0,1
ESS,2,0,0,0,2,4,3,8,5,0,1,1,0,0
ETF,1,0,0,1,2,2,1,0,1,0,2,1,1,0
for,0,0,0,0,2,0,0,0,0,0,0,2,0,0
Glossy,1,0,2,2,1,0,1,0,0,1,1,1,1,2
i-point,3,0,7,3,5,5,2,1,6,2,4,2,2,4
IFA,1,0,2,0,3,4,1,1,3,0,2,0,1,1
in,0,0,0,0,2,0,0,0,0,0,0,2,0,0
is,0,0,0,0,2,0,0,0,0,0,0,2,0,0
IT,14,4,17,8,8,5,6,4,8,9,3,7,7,14
IT용,4,1,5,2,0,1,1,1,0,1,0,3,2,3
JDM,1,1,1,2,1,2,0,0,2,1,0,1,1,1
KB증권,1,0,0,0,0,0,2,0,0,0,0,0,0,0
KoAct,1,0,0,1,2,2,1,0,1,0,2,1,1,0
Laser,2,0,4,0,1,1,2,0,1,1,0,1,5,2
LCD,4,0,3,1,1,2,0,1,3,0,0,1,1,3
LED,8,0,5,13,10,2,2,5,10,6,4,18,2,8
LFD,1,0,2,0,1,0,1,2,2,1,1,2,2,5
LFP,1,0,0,0,1,2,1,3,2,0,0,0,0,0
LG,4,0,2,2,5,6,2,0,5,1,2,2,2,2
LG디스플레,15,3,38,11,11,12,9,6,19,11,7,14,13,25
LG디스플레이,11,2,20,6,5,7,4,2,9,3,5,7,5,14
LG디스플레이에,1,0,3,3,1,0,0,0,1,1,0,1,1,2
LG생활건강,4,1,0,5,1,2,6,0,4,16,5,0,0,2
LG전자,7,2,7,6,6,6,2,1,8,3,3,3,4,7
LLO,2,0,4,0,1,1,0,1,2,0,0,1,5,2
LTOM,6,4,8,0,7,20,5,0,16,0,3,4,4,8
LTPO,4,0,3,2,1,1,2,0,2,0,0,1,3,3
LTPS,3,0,2,2,1,1,1,0,2,0,0,1,3,2
MBC프로덕션,0,0,0,0,2,0,6,0,2,2,0,0,0,0
Micro-LED,8,0,6,15,12,0,2,4,8,4,3,20,4,10
MMCA,0,0,3,0,0,0,9,1,0,0,1,3,3,6
NB,1,0,0,10,0,2,2,0,0,2,0,6,0,0
of,0,0,0,0,2,0,0,0,0,0,0,2,0,0
OGF,5,0,1,1,3,1,0,0,2,0,0,0,0,1
OLED,52,11,83,28,33,22,23,14,45,28,9,36,54,70
OMEN,1,0,3,0,1,0,1,2,2,2,1,3,3,6
on,1,0,2,0,7,1,1,0,1,0,1,4,1,2
P-Complex,1,0,0,5,0,1,1,0,0,1,0,3,0,0
PC,4,0,3,4,6,4,2,4,3,4,3,2,1,6
Pin,1,0,0,24,2,2,5,0,2,5,0,15,0,0
QHD,1,0,2,2,1,0,1,0,0,1,1,1,1,2
RGB,4,1,5,2,0,1,1,1,0,1,0,3,2,3
RPG,1,0,2,0,0,0,0,0,0,1,0,1,1,4
SDT,2,0,3,1,1,1,1,0,2,0,0,1,2,2
Shot,1,0,0,24,2,2,5,0,2,5,0,15,0,0
Silicon,1,0,2,0,5,1,1,0,1,0,1,2,1,2
Slider,1,0,2,0,3,0,0,1,0,0,1,1,0,1
SNS,0,0,1,0,0,0,3,0,0,0,1,1,1,2
Sources,1,0,2,0,3,0,0,1,0,0,1,1,0,1
Start,1,0,2,0,3,0,0,1,0,0,1,1,0,1
SUV,3,0,2,0,1,1,0,3,2,0,1,2,0,1
TFT,3,0,2,2,1,1,1,0,2,0,0,1,3,2
TGS,1,0,2,0,1,0,1,2,2,1,1,2,2,5
that,0,0,0,0,2,0,0,0,0,0,0,2,0,0
the,0,0,0,0,2,0,0,0,0,0,0,2,0,0
to,0,0,0,0,2,0,0,0,0,0,0,2,0,0
VR헤드셋,2,0,1,3,4,2,0,0,1,1,0,1,1,1
V점수,0,0,0,0,2,0,0,1,0,0,1,1,0,0
with,0,0,0,0,2,0,0,0,0,0,0,2,0,0
WOLED,1,0,2,2,1,0,1,0,0,1,1,1,1,2
WSJ,2,0,1,1,3,0,2,2,1,0,0,0,0,1
XR,4,1,3,5,8,3,2,2,2,3,1,3,2,3
가격,4,2,2,3,4,1,3,3,4,4,2,2,2,5
가격으로,1,1,2,0,3,0,1,1,1,0,0,1,1,1
가구,1,1,0,2,1,0,0,0,2,1,0,0,0,1
가구부터,0,2,0,1,1,0,0,2,1,0,1,1,0,0
가능성,1,1,5,1,2,1,1,1,2,2,0,2,2,3
가민,4,0,2,8,7,0,0,4,4,2,2,10,0,4
가장,5,0,5,6,8,4,2,8,4,5,3,4,2,8
가진,2,0,1,1,3,0,2,2,1,0,0,0,0,1
각각,0,0,0,1,1,2,1,0,2,0,1,0,1,0
감소,1,1,3,1,0,0,0,0,1,0,0,1,1,2
강력한,1,0,2,2,2,0,0,4,1,1,0,2,1,2
강화에,1,0,0,1,0,0,2,0,1,4,1,0,0,0
같은,6,1,8,8,6,2,4,1,6,3,2,12,5,9
개선에,5,0,5,1,2,2,1,0,2,2,0,1,1,3
개설,0,1,0,1,0,0,0,0,1,0,5,0,0,0
개최,1,1,0,2,1,2,2,0,1,4,2,0,0,2
개편,1,0,0,1,0,0,0,1,0,0,0,0,0,0
갤럭시,4,0,2,5,3,1,1,3,1,5,1,0,0,2
갤럭시Z,1,0,2,2,2,0,0,4,1,1,0,2,1,2
거래대금,0,0,0,0,2,0,0,1,0,0,1,1,0,0
거래일,4,1,1,2,3,7,1,4,7,0,2,1,3,1
거실,4,1,2,2,1,0,0,0,3,1,0,1,1,3
건설,2,4,2,2,1,1,1,0,1,1,1,0,0,1
건설사,2,4,2,2,1,1,1,0,1,1,1,0,0,1
검증된,1,4,1,0,0,1,0,0,0,0,1,0,0,1
것으로,26,2,27,20,24,12,11,10,22,8,6,20,16,25
게이머들,1,0,2,0,0,0,0,0,0,1,0,1,1,4
게이밍,5,0,7,0,5,0,1,5,6,4,2,5,7,16
게임,8,0,10,2,6,2,3,6,7,7,4,7,8,24
게임쇼,2,0,2,0,2,0,0,1,2,1,1,1,2,5
견본주택,1,4,1,0,0,1,0,0,0,0,1,0,0,1
견본주택에,1,4,1,0,0,1,0,0,1,0,1,0,0,1
경신종목,1,0,2,0,1,0,0,0,0,0,0,0,0,1
경신했다.,1,0,2,0,1,0,0,0,0,0,0,0,0,1
경우,2,1,1,1,4,2,1,3,2,0,2,4,1,1
경험,4,1,2,2,1,0,0,0,3,1,0,1,1,3
계좌,0,2,0,2,0,0,0,0,2,0,10,0,0,0
고객,2,0,1,1,1,2,1,1,4,3,1,3,0,1
고객사,2,0,6,2,5,1,1,0,2,1,2,3,2,4
고문,0,1,0,0,1,2,1,0,1,0,0,0,0,0
공간,1,1,0,2,1,0,0,0,2,1,0,0,0,1
공공기관,1,1,2,0,3,0,1,1,1,0,0,1,1,1
공급,8,0,13,1,9,4,3,1,7,0,1,6,13,8
공급망,6,1,3,9,11,2,1,7,6,2,4,14,1,5
공급키로,2,0,4,0,0,1,2,0,1,0,0,1,5,2
공동의장,1,0,0,0,2,3,1,0,2,0,0,0,0,0
공식,1,1,2,0,2,5,2,0,4,0,1,1,1,2
공정,3,0,2,2,1,1,1,0,2,0,0,1,3,2
과기정통부,1,0,0,0,2,3,1,0,2,0,0,0,0,0
과천,0,0,1,0,0,0,3,0,0,0,1,1,1,2
관람,0,0,1,0,0,0,3,1,0,0,0,1,1,2
관람객,1,0,2,0,0,0,0,0,0,1,0,1,1,4
관련,2,0,4,0,1,2,1,3,3,0,0,1,2,2
관리하,1,0,0,5,0,1,1,0,0,1,0,3,0,0
광학,1,0,2,0,5,1,1,0,1,0,1,2,1,2
광학필름,8,1,2,3,4,5,1,3,9,0,0,0,2,2
광학필터,5,0,1,1,3,1,0,0,2,0,0,0,0,1
교보증권,2,0,3,1,1,1,1,0,2,0,0,1,2,2
교수,0,0,0,0,2,0,6,0,2,2,0,0,0,0
교체,1,0,2,0,3,4,1,1,3,0,2,0,1,1
구글,2,1,2,2,4,1,2,2,1,2,1,2,1,2
구동,3,0,2,2,1,1,1,0,2,0,0,1,3,2
구조,1,1,0,2,1,0,0,0,2,1,0,0,0,1
구현,4,1,2,2,1,0,0,0,3,1,0,1,1,3
국가정보자원관리원,1,0,0,0,1,2,2,5,3,0,1,1,0,0
국립현대미술관,0,0,3,0,0,0,9,1,0,0,1,3,3,6
국정자원,3,0,0,0,2,4,5,8,5,0,1,1,0,0
권희진,0,0,0,0,1,0,3,0,1,1,0,0,0,0
규모,4,0,8,0,2,2,2,1,3,1,0,2,10,4
규모로,4,0,4,7,5,0,2,0,4,2,1,10,4,6
규제,0,1,0,0,1,2,1,0,1,0,0,0,0,0
그래픽,2,0,2,0,2,0,0,2,2,1,0,1,2,5
그러나,2,0,1,1,5,0,2,1,2,0,0,0,0,1
그룹,6,4,8,0,9,20,5,1,16,0,4,5,4,8
글라스,2,0,1,2,5,2,0,3,2,1,1,0,0,1
글래스,2,0,1,1,3,0,2,2,1,0,0,0,0,1
글로시,1,0,2,2,1,0,1,0,0,1,1,1,1,2
금값,8,4,3,6,6,2,6,5,7,8,4,3,2,6
금지,1,0,2,0,5,1,1,0,1,0,1,2,1,2
기간,0,0,2,0,0,0,6,1,0,0,1,2,2,4
기관,1,0,0,0,2,3,1,0,2,0,0,0,0,0
기기,8,1,5,6,17,3,6,8,6,3,2,2,1,5
기념식,1,1,5,1,2,1,1,1,2,2,0,2,2,3
기능,0,1,0,2,2,0,1,4,2,0,1,0,0,0
기대된다,2,0,3,1,1,1,1,0,2,0,0,1,2,2
기록했다.,1,0,2,0,0,0,0,0,0,0,1,0,0,1
기반,9,1,2,3,5,4,1,2,6,0,0,0,2,2
기반으로,4,2,4,0,3,10,2,0,8,0,2,2,2,4
기사,1,0,2,0,3,4,1,1,3,0,2,0,1,1
기술력,4,1,1,2,2,3,1,2,4,0,0,0,2,1
기업으로,5,3,6,0,5,15,4,0,12,0,3,3,3,6
기자,13,8,7,14,9,4,15,5,11,16,7,6,2,8
기존,1,1,0,2,1,0,0,0,2,1,0,0,0,1
김귀숙씨,0,0,0,0,0,0,1,0,0,0,0,0,0,0
김보라,1,0,0,5,0,1,1,0,0,1,0,3,0,0
나노,4,1,1,2,2,3,1,2,4,0,0,0,2,1
나노기술,4,0,1,1,2,2,0,1,5,0,0,0,0,1
나라장터,1,1,2,0,3,0,1,1,1,0,0,1,1,1
나스닥,1,0,0,1,2,2,1,0,1,0,2,1,1,0
나인투파이브맥,2,0,1,1,0,1,0,1,0,0,2,0,0,1
남은,0,3,0,3,0,0,0,0,3,0,15,0,0,0
내고,1,1,2,0,2,5,1,0,4,0,0,1,1,2
내구성,1,0,2,2,2,0,0,4,1,1,0,2,1,2
내년,11,5,26,12,8,8,6,3,11,9,6,9,8,16
내놓,2,0,1,1,0,1,0,1,0,0,2,0,0,1
내주,1,0,0,1,0,0,0,1,0,0,0,0,0,0
네이버,0,0,0,0,2,0,6,0,2,2,0,0,0,0
넥스트홈,1,1,0,2,1,0,0,0,2,1,0,0,0,1
넷마블,2,0,2,2,1,2,2,1,1,3,2,2,1,5
노트북,1,1,2,0,3,0,1,1,1,0,0,1,1,1
노후화된,1,0,0,0,1,2,2,5,3,0,1,1,0,0
높은,4,0,2,8,7,0,0,4,4,2,2,10,0,4
뉴로메카,6,4,8,0,7,20,5,0,16,0,3,4,4,8
뉴시스,5,1,5,6,13,2,3,4,4,3,3,9,2,6
다양한,8,4,6,7,5,7,4,8,14,5,9,7,4,6
다음,2,0,1,2,5,2,0,3,2,1,1,0,0,1
닥터스,0,2,0,1,1,0,0,2,1,0,1,1,0,0
단독,7,0,12,0,3,3,5,0,4,1,0,4,15,6
달러,4,0,3,1,1,2,0,1,3,0,0,1,1,3
대비,11,2,12,6,5,7,1,4,9,3,1,4,5,8
대상으로,1,0,2,0,5,1,1,0,1,0,1,2,1,2
대신증권,2,1,6,4,1,0,0,0,2,1,0,2,2,4
대우건설,2,4,2,2,1,1,1,0,1,1,1,0,0,1
대응,0,1,0,0,1,2,1,0,1,0,0,0,0,0
대표,9,4,9,3,4,8,4,3,5,3,2,7,5,6
대표이사로,2,0,0,2,0,0,2,0,2,8,2,0,0,0
대한,7,0,6,2,5,2,3,2,3,2,0,1,1,4
대형,1,0,2,0,0,0,0,0,0,1,0,1,1,4
댓글,2,0,0,1,4,3,10,0,5,6,1,0,0,0
덕수궁,0,0,1,0,0,0,3,0,0,0,1,1,1,2
덧붙였다.,1,0,5,1,1,1,1,0,2,2,0,1,1,2
덱스,1,0,2,2,2,0,0,4,1,1,0,2,1,2
도메인,2,0,0,0,2,3,0,0,3,0,1,1,1,0
도슨트,1,1,0,2,1,0,0,0,2,1,0,0,0,1
도쿄게임쇼,4,0,4,2,3,2,2,3,3,4,2,3,3,10
돌반지,8,4,3,6,6,2,6,5,7,8,4,3,2,6
동일하이빌,7,20,6,2,1,5,2,0,4,1,6,0,0,5
두께,2,0,1,1,0,1,0,1,0,0,2,0,0,1
두산밥캣,2,0,4,2,1,2,2,3,4,2,2,3,2,4
뒷좌석,3,0,2,0,1,1,0,3,2,0,1,2,0,1
등과,2,0,0,0,2,3,0,0,3,0,1,1,1,0
등을,2,0,5,2,1,2,5,3,4,2,2,4,3,6
등이,2,0,1,3,4,2,0,0,1,1,0,1,1,1
디바이스,0,0,0,9,0,1,2,0,0,2,0,6,0,0
디스플레,37,7,60,26,30,21,16,17,38,23,12,39,27,55
디자인,5,0,3,1,2,3,1,4,6,3,2,5,0,2
따돌릴,1,1,5,1,2,1,1,1,2,2,0,2,2,3
따뜻한,0,2,0,1,1,0,0,2,1,0,1,1,0,0
따르면,5,0,2,8,7,0,2,4,4,2,2,10,0,4
따른,1,0,4,2,0,0,0,0,1,1,1,1,1,2
또한,0,1,0,1,0,0,0,0,1,0,5,0,0,0
라닉스,4,1,1,1,2,5,0,4,5,0,1,1,2,1
라온텍,1,0,2,0,5,1,1,0,1,0,1,2,1,2
라이프스타일에,0,2,0,1,1,0,0,2,1,0,1,1,0,0
라인,3,0,4,0,2,1,1,0,2,0,0,2,5,2
레이저,5,0,8,0,3,2,1,1,4,0,0,3,10,4
레인지로버,8,4,3,6,6,2,6,5,7,8,4,3,2,6
로레알,8,3,1,8,3,3,9,2,7,20,7,1,0,3
로봇,8,4,8,0,9,23,5,0,19,0,4,5,5,8
리뷰,1,0,0,1,0,0,0,1,0,0,0,0,0,0
리얼리티랩스,2,0,1,1,5,0,2,1,2,0,0,0,0,1
리튬배터리,1,0,0,0,1,2,2,5,3,0,1,1,0,0
리프팅,0,0,0,14,1,1,3,0,1,3,0,9,0,0
마약,4,1,1,1,2,5,0,4,5,0,1,1,2,1
마이크로,10,1,9,14,9,1,2,5,6,4,3,18,4,10
마이크로디스플레,1,0,2,0,5,1,1,0,1,0,1,2,1,2
마지막,7,20,6,2,1,5,2,0,4,1,6,0,0,5
마케팅,4,1,0,5,1,2,6,0,4,16,5,0,0,2
많이,1,0,5,1,1,1,1,0,2,2,0,1,1,2
많지,2,1,1,1,4,2,1,3,2,0,2,4,1,1
말했다.,3,5,11,3,3,3,3,0,5,4,2,2,3,6
맞춰,0,2,0,1,1,0,0,2,1,0,1,1,0,0
매장,2,0,1,1,1,2,1,1,4,3,1,3,0,1
매출,2,1,6,4,1,0,0,0,2,1,0,2,2,4
메인,2,0,2,1,1,0,1,1,0,1,1,0,0,2
메타,14,2,10,10,33,8,8,11,11,4,5,9,4,10
메타버스,2,0,1,2,5,2,0,3,2,1,1,0,0,1
메트로신문,2,4,1,0,0,1,0,0,1,0,2,0,0,1
모니터,1,1,2,0,3,0,1,1,1,0,0,1,1,1
모델,1,0,4,2,0,0,0,0,1,1,1,1,1,2
모두,4,0,3,1,1,2,0,1,3,0,0,1,1,3
모듈,5,1,3,1,7,6,1,4,6,0,2,3,3,3
모바일,2,0,2,2,1,2,2,1,1,3,2,2,1,5
모빌리티,4,1,1,1,2,5,0,4,5,0,1,1,2,1
모친상,0,0,0,0,0,0,1,0,0,0,0,0,0,0
몰리며,1,4,1,0,0,1,1,0,1,0,1,0,0,1
무료,0,0,2,0,0,0,6,1,0,0,1,2,2,4
무선,0,0,0,2,2,0,1,2,1,1,1,0,0,0
무역위원회,0,1,0,0,1,2,1,0,1,0,0,0,0,0
무한,2,1,2,2,4,1,2,2,1,2,1,2,1,2
물론,1,4,1,0,0,1,1,0,1,0,1,0,0,1
미국,3,1,3,7,5,4,4,3,8,5,9,4,2,3
미래나노텍,8,1,2,3,4,5,1,3,9,0,0,0,2,2
미래에셋자산운용,1,0,0,0,0,0,2,0,0,0,0,0,0,0
미성년자,1,0,0,1,0,0,0,1,0,0,0,0,0,0
미술관,0,0,1,0,0,0,3,0,0,0,1,1,1,2
밀도,0,0,0,14,1,1,3,0,1,3,0,9,0,0
바다,3,0,2,0,1,1,0,3,2,0,1,2,0,1
바닥,1,1,0,2,1,0,0,0,2,1,0,0,0,1
박종훈,1,1,2,0,2,5,1,0,4,0,0,1,1,2
반도체,8,2,6,2,7,8,3,7,8,1,3,6,8,4
밝혔다.,9,0,10,13,11,6,7,10,12,6,5,14,7,16
방문,0,0,1,0,0,0,3,0,0,0,1,1,1,2
방법,1,0,2,0,1,0,1,2,2,1,1,2,2,5
방식,2,0,1,3,4,2,0,0,1,1,0,1,1,1
방식으로,1,1,1,2,1,2,0,0,2,1,0,1,1,1
방향,1,0,0,1,0,0,0,1,0,0,0,0,0,0
배관,1,1,0,2,1,0,0,0,2,1,0,0,0,1
배터리,6,1,1,3,6,6,4,13,12,0,2,1,0,1
버전,1,0,2,2,1,0,1,0,0,1,1,1,1,2
번째,0,1,0,0,1,2,1,0,1,0,0,0,0,0
법무법인,0,1,0,0,1,2,1,0,1,0,0,0,0,0
법무사,0,0,0,0,0,0,1,0,0,0,0,0,0,0
법제,0,1,0,0,1,2,1,0,1,0,0,0,0,0
벽을,1,1,0,2,1,0,0,0,2,1,0,0,0,1
변호사,0,1,0,0,1,2,1,0,1,0,0,0,0,0
변화,2,0,2,3,3,0,1,0,2,1,0,5,2,3
별세,0,0,0,0,2,0,7,0,2,2,0,0,0,0
보고,2,0,1,1,3,0,2,2,1,0,0,0,0,1
보도자료,0,0,0,4,0,0,1,0,0,1,0,3,0,0
보여주,3,0,2,0,1,1,0,3,2,0,1,2,0,1
보였다.,1,0,2,0,0,0,0,0,0,0,1,0,0,1
보인다.,1,0,1,1,1,0,0,1,0,1,1,0,0,1
보조금,3,0,2,0,1,1,0,3,2,0,1,2,0,1
본딩장비,2,0,3,1,1,1,1,0,2,0,0,1,2,2
부드러운,3,0,2,0,1,1,0,3,2,0,1,2,0,1
부문,1,0,0,1,0,0,1,0,1,4,1,0,0,0
부문에서,2,0,1,1,5,0,2,1,2,0,0,0,0,1
부분,0,0,0,1,1,2,1,0,2,0,1,0,1,0
부스,1,0,2,0,0,0,0,0,0,1,0,1,1,4
부채비율,2,1,4,1,1,2,2,1,2,1,1,2,1,3
부품,6,2,2,2,6,7,1,7,7,0,3,5,3,2
북미,1,0,4,2,0,0,0,0,1,1,1,1,1,2
분과,3,0,0,0,4,6,1,0,5,0,1,1,1,0
분과장,2,0,0,0,2,3,0,0,3,0,1,1,1,0
분야,2,0,1,3,4,2,0,0,1,1,0,1,1,1
분양,4,8,3,2,1,2,1,0,2,1,3,0,0,2
분양가,1,4,1,0,0,1,0,0,0,0,1,0,0,1
불만,1,0,0,1,0,0,0,1,0,0,0,0,0,0
브레이커스,5,0,6,0,5,0,1,5,6,3,2,4,6,15
비롯해,3,0,4,0,3,0,0,2,2,1,0,1,2,6
비용,1,1,1,2,1,2,0,0,2,1,0,1,1,1
비전옥스,9,0,16,0,4,4,5,1,6,1,0,5,20,8
비전창조아카데미,0,0,0,0,0,0,1,0,0,0,0,0,0,0
빠른,2,0,2,0,2,0,0,2,2,1,0,1,2,5
사고,1,0,0,0,1,2,1,3,2,0,0,0,0,0
사람,2,0,1,2,5,2,0,3,2,1,1,0,0,1
사령탑,1,0,0,1,0,0,1,0,1,4,1,0,0,0
사무소,0,0,0,0,0,0,1,0,0,0,0,0,0,0
사무장,0,0,0,0,0,0,1,0,0,0,0,0,0,0
사업,17,5,5,12,11,10,9,7,17,13,5,2,3,7
사용자,2,0,1,1,3,0,2,2,1,0,0,0,0,1
사용할,1,0,1,1,1,0,0,1,0,1,1,0,0,1
사이니지,2,0,1,1,1,2,1,1,4,3,1,3,0,1
사장,13,5,21,15,12,7,19,3,18,30,10,7,6,14
사진,0,0,1,0,0,0,3,1,0,0,0,1,1,2
사흘간,5,12,4,2,1,3,1,0,3,1,4,0,0,3
산업,8,4,11,1,10,23,7,0,18,2,5,6,7,10
산업부,1,0,0,0,2,3,1,0,2,0,0,0,0,0
삼성,12,2,9,13,15,6,7,12,10,8,5,5,4,9
삼성디스플레,3,3,4,1,2,4,3,2,2,2,1,3,2,3
삼성디스플레이,17,4,24,6,12,9,8,8,15,10,6,12,11,27
삼성물산,1,1,0,2,1,0,0,0,2,1,0,0,0,1
삼성액티브자산운용,1,0,0,1,2,2,1,0,1,0,2,1,1,0
삼성전자,5,0,4,3,4,2,3,3,6,7,2,4,1,4
삼양식품,0,0,0,0,2,0,6,0,2,2,0,0,0,0
삼현,4,1,1,1,2,5,0,4,5,0,1,1,2,1
상무,0,0,0,0,2,0,6,0,2,2,0,0,0,0
상반기,1,0,5,1,1,1,1,0,2,2,0,1,1,2
상생세일,1,1,2,0,3,0,1,1,1,0,0,1,1,1
상설전,0,0,2,0,0,0,6,1,0,0,0,2,2,4
상승,0,0,0,1,1,2,1,0,2,0,1,0,1,0
상승한,1,0,2,0,0,0,0,0,0,0,1,0,0,1
상위,0,0,0,0,2,0,0,1,0,0,1,1,0,0
새로운,7,0,2,8,9,3,1,3,5,2,1,3,0,2
생산,4,1,3,4,2,3,1,0,4,1,0,2,4,3
생산라인,12,2,22,3,5,5,7,2,6,4,0,9,19,12
생태계,3,0,0,0,4,6,1,0,5,0,1,1,1,0
샤오미,3,0,1,4,2,1,2,2,1,2,0,0,0,1
서버,1,0,0,0,1,2,1,3,2,0,0,0,0,0
선임,1,1,0,2,1,2,2,0,1,4,2,0,0,2
선정,1,0,0,0,0,0,2,0,0,0,0,0,0,0
설립,1,1,2,0,2,5,1,0,4,0,0,1,1,2
성능,3,0,2,8,6,1,2,8,3,4,1,2,1,2
성능에서,1,0,1,1,1,0,0,1,0,1,1,0,0,1
성분,0,0,0,10,2,0,2,0,2,2,0,6,0,0
성장,15,1,4,7,11,8,1,3,12,1,0,1,3,4
성장세,4,1,5,2,0,1,1,1,0,1,0,3,2,3
세계,16,4,15,2,14,24,7,2,25,6,5,9,8,17
세계관,1,0,2,0,0,0,0,0,0,1,0,1,1,4
세션에서,0,1,0,0,1,2,1,0,1,0,0,0,0,0
소비자,0,0,0,2,2,0,1,2,1,1,1,0,0,0
소수점,0,5,0,5,0,0,0,0,5,0,25,0,0,0
소재,8,1,2,3,4,5,1,3,9,0,0,0,2,2
소프트웨어,4,1,2,2,1,0,0,0,3,1,0,1,1,3
손기호,2,4,2,2,1,1,1,0,1,1,1,0,0,1
손님,0,2,0,2,0,0,0,0,2,0,10,0,0,0
손님에게,0,1,0,1,0,0,0,0,1,0,5,0,0,0
솔루션,9,4,11,1,13,23,7,1,21,3,5,9,5,11
수면,0,2,0,1,1,0,0,2,1,0,1,1,0,0
수명,0,1,0,2,2,0,1,4,2,0,1,0,0,0
수요,1,0,4,2,0,0,0,0,1,1,1,1,1,2
수용성,1,0,0,0,1,2,1,3,2,0,0,0,0,0
수익성,2,1,6,4,1,0,0,0,2,1,0,2,2,4
수주,5,0,7,1,3,2,2,0,4,0,0,3,7,4
숙면,0,2,0,1,1,0,0,2,1,0,1,1,0,0
