org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
공급하고,5,15,12,6,5,8,5,5
공급하는,0,13,13,11,3,24,9,4
공급하며,2,4,5,3,2,6,5,3
공급한다.,0,13,6,6,4,6,5,1
공식,3,5,5,5,5,6,3,5
공을,1,0,0,0,4,1,0,22
공장을,1,5,6,4,1,6,2,2
공정,4,11,13,4,7,9,5,4
공정한,3,1,1,1,3,1,0,1
공헌,3,5,9,3,4,7,3,3
과정에서,3,6,6,2,4,5,2,2
과학기술정보통신부가,1,3,5,3,0,4,2,2
곽민구,0,0,0,2,0,1,0,3
관계자는,8,26,22,11,13,14,15,8
관광,4,5,4,3,4,1,0,3
관광객,4,5,4,3,4,1,0,3
관련,3,7,6,4,5,7,1,2
관련기사,2,5,5,2,7,3,3,2
관련해,6,8,7,6,7,6,6,6
관리,2,4,5,3,2,6,5,3
관리하는,1,0,0,0,1,2,8,1
관세,4,5,4,3,4,1,0,3
관심을,4,10,7,4,5,5,5,3
관심이,2,5,5,2,7,3,3,2
광고,5,11,11,7,7,13,6,5
광원,4,19,15,16,10,17,24,8
광학,0,13,13,11,3,24,9,4
괴물,7,2,1,1,2,0,1,1
교육,0,4,2,4,2,4,3,1
구광모,3,5,9,3,4,7,3,3
구글,39,31,25,23,19,24,24,17
구동,0,7,4,3,4,3,1,0
구동칩,2,7,5,6,2,4,2,3
구매,1,0,0,0,0,0,0,3
구매할,0,4,2,4,2,4,3,1
구미,1,2,2,1,1,3,0,4
구원투수,2,5,5,2,7,3,3,2
구조를,20,13,8,6,4,6,9,3
구조였다.,2,1,1,0,1,2,1,1
구조적,6,8,7,6,7,6,6,6
구축사업,1,6,7,2,4,4,3,2
국감,6,8,7,6,7,6,6,6
국내외,3,6,6,2,4,5,2,2
규모,2,4,5,3,2,6,5,3
규모는,0,9,4,2,3,4,2,0
규모로,4,10,7,7,6,6,14,2
규모의,3,31,17,9,11,16,9,6
규제,5,2,2,4,2,2,2,3
그는,5,8,15,9,4,12,5,4
그러나,2,3,6,6,0,5,2,1
그런데,1,0,0,0,1,1,0,4
그룹,8,7,11,7,6,9,5,6
그룹의,3,5,9,3,4,7,3,3
그리고,5,6,4,2,5,5,2,5
글라스,2,7,5,6,2,4,2,3
글라스를,2,3,6,6,0,5,2,1
글래스,0,4,4,4,1,8,3,2
글래스를,0,4,4,4,1,8,3,2
금지,0,5,5,4,1,8,3,1
급격히,2,7,5,6,2,4,2,3
긍정적,1,7,4,2,4,3,1,1
기간,2,5,5,2,7,3,3,2
기기,4,10,11,12,2,9,4,4
기기가,2,3,6,6,0,5,2,1
기꺼이,5,1,3,5,3,2,2,6
기능,2,7,7,18,6,7,8,6
기능과,1,3,3,9,2,3,4,3
기능도,7,3,2,2,3,1,2,2
기능성,1,0,0,0,1,2,8,1
기능은,1,3,3,9,2,3,4,3
기능을,6,13,9,21,7,11,12,8
기능이,13,6,3,3,3,1,3,2
기대되는,4,5,4,3,4,1,0,3
기대된다.,0,5,5,3,2,5,2,2
기대치,4,5,4,3,4,1,0,3
기록했다.,5,8,11,8,8,9,5,7
기반,10,25,22,24,11,23,28,13
기반으로,4,15,15,8,9,13,10,6
기사,10,12,15,8,7,11,6,7
기사제휴,1,0,1,0,1,2,7,1
기술개발과,1,6,7,2,3,3,4,3
기술격차,1,5,3,2,5,2,1,3
기술력,9,9,8,5,10,5,5,5
기술력과,10,6,4,3,2,3,4,1
기술로,6,17,12,10,7,9,7,6
기술을,12,37,35,22,18,31,21,16
기술이,2,3,6,6,0,5,2,1
기술특례상장을,1,5,5,2,0,3,0,2
기업들이,4,11,8,3,6,7,4,7
기업으로,4,15,12,7,7,10,7,5
기업을,1,5,1,1,0,2,2,2
기업의,4,6,4,2,4,4,2,1
기업이,6,4,2,2,1,1,2,1
기업자격,2,4,5,4,7,1,3,6
기업휴지위험담보,1,2,2,1,1,3,0,4
기업휴지위험담보는,1,2,2,1,1,3,0,4
기자,9,21,17,14,16,17,19,38
기자회견을,3,1,1,1,3,1,0,1
기조가,1,5,5,2,0,3,0,2
기존,50,65,49,48,36,47,58,27
기준,2,1,1,1,3,2,0,1
기준이,1,5,5,2,0,3,0,2
기판,4,10,7,4,5,5,5,3
김보라,1,0,0,0,1,2,8,1
김빛나,6,8,7,6,7,6,6,6
김영우가,0,0,0,0,3,0,0,18
김영호,2,4,5,4,7,1,3,6
김오현,0,1,2,1,1,0,0,2
김주영,1,2,2,1,1,3,0,4
까다로워진,1,5,5,2,0,3,0,2
깜깜이,2,1,2,1,3,2,0,1
깜짝,4,5,4,3,4,1,0,3
꾸준히,0,1,2,1,0,2,0,1
나가,1,0,0,0,1,1,0,4
나라장터,0,8,4,8,3,6,6,2
나섰다.,2,6,6,3,7,4,3,3
나온다.,2,3,6,6,0,5,2,1
나트륨,4,10,7,4,5,5,5,3
날리는,0,0,0,0,0,0,0,6
남은,0,0,0,0,0,1,0,1
납품,3,5,3,2,9,3,3,3
낮은,2,1,1,0,1,2,1,1
내년,10,23,23,11,14,12,15,9
내년도,2,10,14,6,4,6,10,2
내놓으면,10,7,4,4,3,5,6,2
내실,1,5,4,2,6,3,2,3
내장,4,3,4,2,2,6,3,2
낸드,5,5,2,1,2,1,1,2
넘긴,2,1,1,0,1,2,1,1
넘어,20,13,8,6,4,6,9,3
네이버,13,34,30,22,23,21,28,17
네트워크를,0,5,5,3,2,5,2,2
넥사다이내믹스는,3,6,6,2,4,5,2,2
넥사다이내믹스의,3,6,6,2,4,5,2,2
넷마블,3,3,4,5,4,3,4,6
넷마블은,8,4,7,10,7,5,6,12
넷마블이,5,1,3,5,3,2,2,6
노동자의,6,7,6,3,7,6,2,2
노동조합이,2,1,1,1,3,2,0,1
노린다.,1,5,5,2,0,3,0,2
노조,11,9,7,5,13,9,2,4
노조가,2,1,1,1,3,2,0,1
노조는,9,8,6,4,10,7,2,3
노조의,6,7,5,3,7,6,2,2
노조인,5,2,3,2,6,3,0,2
노트북,7,19,14,23,12,15,16,11
노트북을,1,3,3,9,2,3,4,3
논문,1,6,7,2,4,4,3,2
논의했다.,1,6,7,2,4,4,3,2
높다는,4,5,4,3,4,1,0,3
높아,5,1,3,5,3,2,2,6
높아졌다.,4,5,4,3,4,1,0,3
높은,5,20,17,16,13,16,21,8
누적,8,6,8,10,8,8,5,11
눈길,4,5,4,3,4,1,0,3
눈에,2,3,6,6,0,5,2,1
뉴로메카,0,5,5,3,2,5,2,2
뉴로메카는,0,5,5,3,2,5,2,2
뉴스웨이,2,0,0,0,0,1,1,1
뉴시스,0,5,5,4,1,8,3,1
뉴욕,0,0,0,0,3,0,0,18
늘었다.,5,1,2,3,1,1,2,1
능력,15,12,6,4,4,4,6,4
늦어도,5,5,2,1,2,1,1,2
닛토덴코의,1,2,2,1,1,3,0,4
다르다,10,7,4,4,3,5,6,2
다만,2,5,3,2,6,3,1,7
다양한,10,41,35,48,25,39,44,23
다운증후군,0,0,0,0,3,0,0,18
다음,0,0,0,0,0,1,0,1
다지기에,1,5,4,2,6,3,2,3
단가를,3,5,3,2,9,3,3,3
단독,0,26,12,7,11,12,8,3
단일,11,14,8,5,6,6,6,3
단자가,1,3,3,9,2,3,4,3
단자는,1,3,3,9,2,3,4,3
단절,0,0,0,0,3,0,0,18
달러,1,5,1,1,0,2,2,2
담당하는,5,5,2,1,2,1,1,2
당시,2,1,1,0,1,2,1,1
당첨자,1,0,0,0,0,0,0,3
당황스러운,1,0,0,0,1,1,0,4
대거,3,3,4,5,4,3,4,6
대규모,18,20,17,12,17,14,15,11
대규모의,2,3,6,6,0,5,2,1
대로,2,5,5,2,7,3,3,2
대만,1,5,4,2,6,3,2,3
대부분,1,5,3,2,5,2,1,3
대비,29,50,38,27,40,35,32,23
대상으로,0,9,9,7,2,16,6,2
대신증권은,2,4,3,2,9,2,4,3
대장금,0,0,0,0,3,0,0,18
대죄,8,4,7,10,7,5,6,12
대표,7,11,12,9,7,10,8,8
대표는,2,4,5,4,7,1,3,6
대표이사,3,5,9,3,4,7,3,3
대표적이다.,6,4,2,2,1,1,2,1
대한,13,23,24,13,20,19,12,14
대형,21,18,15,15,26,12,16,17
대화,0,0,0,0,3,0,0,18
대화면을,20,13,8,6,4,6,9,3
댓글,10,7,9,4,6,5,4,8
더욱,0,4,2,4,2,4,3,1
덕분에,1,4,4,9,4,4,4,3
덕분이다.,4,5,4,3,4,1,0,3
던지고,0,0,0,0,3,0,0,18
던지며,1,0,0,0,1,1,0,4
덧붙였다.,0,9,4,2,3,4,2,0
데이터,2,3,4,2,0,2,1,1
데이터를,2,3,4,2,0,2,1,1
덱스,4,3,4,2,2,6,3,2
덱스를,4,3,4,2,2,6,3,2
도약하는,0,5,5,3,2,5,2,2
도원암귀,3,3,4,5,4,3,4,6
도쿄게임쇼,9,11,11,11,11,9,10,12
도쿄게임쇼는,3,3,4,5,4,3,4,6
돈이,0,0,0,0,0,1,0,1
동상이몽,0,0,0,0,3,0,0,18
동시에,25,36,25,29,20,28,30,13
동안,2,3,6,6,0,5,2,1
됐다.,3,4,5,3,3,7,5,7
된다.,0,9,4,2,3,4,2,0
두께가,6,4,2,2,1,1,2,1
두번,8,2,2,2,2,1,1,2
두산과,0,0,0,0,3,0,0,18
두산밥캣,6,12,11,9,10,13,4,7
두산에너빌리티,3,7,6,4,5,7,1,2
드론,1,5,5,2,0,3,0,2
들어갈,2,10,14,6,4,6,10,2
들어오면,0,0,0,0,0,1,0,1
들었다.,2,4,5,4,7,1,3,6
들이,3,7,6,4,5,7,1,2
등에서,3,7,6,4,5,7,1,2
등은,4,10,7,4,5,5,5,3
등을,3,11,10,8,6,10,5,6
등의,3,7,6,4,5,7,1,2
등이,24,26,19,15,18,16,14,12
등장,0,0,0,2,0,2,0,0
등판해,0,0,0,0,3,0,0,18
디렉토리,2,3,4,2,0,2,1,1
디바이스,1,0,1,0,2,3,14,2
디스펜서,3,6,6,2,4,5,2,2
디스플레이가,10,6,4,3,3,4,6,2
디스플레이는,1,6,7,2,3,3,4,3
디스플레이의,2,6,6,3,7,4,3,3
디일렉,0,20,12,9,8,15,6,2
따라,9,20,15,5,9,14,6,8
따르면,31,52,38,29,39,30,24,25
따른,5,10,8,6,13,9,5,5
땅볼로,1,0,0,0,1,1,0,4
때문에,3,15,12,14,6,13,18,6
때의,0,0,0,2,0,1,0,3
또는,3,15,12,14,6,13,18,6
또한,7,13,12,18,5,13,10,6
뛰어난,1,4,4,9,4,4,4,3
뜬공으로,1,0,0,0,1,1,0,4
라고,3,7,10,7,7,5,5,8
라온텍,0,5,5,4,1,8,3,1
라온텍은,0,13,13,11,3,24,9,4
라온텍의,0,4,4,4,1,8,3,2
라온텍이,0,13,13,11,3,24,9,4
라이트,0,4,4,4,1,8,3,2
라인,3,40,19,11,23,19,13,6
라인업,1,5,7,3,2,3,5,1
라인업과,2,4,5,3,2,6,5,3
라인업을,2,10,14,6,4,6,10,2
라인은,3,5,3,2,9,3,3,3
랜드마크,1,3,5,3,0,4,2,2
램프,1,5,3,3,3,4,6,2
램프를,3,15,12,14,6,13,18,6
러블리,0,0,0,2,0,2,0,0
레드카펫,0,0,0,2,0,2,0,0
레벨업,5,1,3,5,3,2,2,6
레이밴,2,3,6,6,0,5,2,1
레이저,9,69,42,33,31,41,45,16
레이저는,1,5,4,5,2,5,6,2
렌즈에,2,3,6,6,0,5,2,1
로보티즈,3,7,6,4,5,7,1,2
로봇,0,11,10,6,3,9,4,3
로희는,0,0,0,0,0,1,0,1
